Functional Size,Adjusted Function Points,Normalised Work Effort,Summary Work Effort,Normalised Level 1 PDR (ufp),Normalised PDR (ufp),Pre 2002 PDR (afp),Speed of Delivery,Project Elapsed Time,Effort Unphased,Resource Level,Max Team Size,Input count,Added count,Count_Approach_COSMIC,Count_Approach_IFPUG,Count_Approach_NESMA,Count_Approach_OTHER,Development_Type_Enhancement,Development_Type_New Development,Development_Type_Re-development,Architecture_Client server,Architecture_Multi-tier,Architecture_Stand alone,Functional_Size_Technique_Other,Functional_Size_Technique_Supported by a tool,Functional_Size_Technique_Wholly manual,FP_Standard_All_COSMIC,FP_Standard_All_IFPUG,FP_Standard_All_Other,Language_Type_1GL,Language_Type_3GL,Language_Type_4GL,Client_Server_Used,Development_Platform_MF,Development_Platform_MR,Development_Platform_Multi,Development_Platform_PC,Case_Tool_Used_Yes,How_Methodology_Acquired_Combined Developed/Purchased,How_Methodology_Acquired_Developed Inhouse,How_Methodology_Acquired_Traditional,Used_Methodology_Yes,Normalised Work Effort Level 1,Value Adjustment Factor,Defect Density
123,123,1050,1050,8.5,8.5,8.5,3.4,6,1050,1,6,80,50,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1050,1,48.8
664,664,7200,7200,10.8,10.8,10.8,13.6,7,0,1,7,41,292,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,7200,0.67,18.1
449,138,2299,2299,2.7,5.1,16.7,2.1,54,1,4,4,207,449,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1225,0.3,167
601,601,9163,9163,15.2,15.2,15.2,10.42982107,9.6,9163,1,9.761262136,94,141,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,9163,1,0
682,682,7820,7820,11.5,11.5,11.5,2.9,17,7820,1,14,290,614,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,7820,1,41.1
207,221,760,684,3.3,3.7,3.1,8.6,8,450,1,3,166.04545,341.2215103,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,684,1.07,0
105,98,1111,1000,9.5,10.6,10.2,4.2,5,839,1,5,166.04545,341.2215103,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1000,0.93,0
14,14,348,348,24.9,24.9,24.9,2,3.5,0,1,2,166.04545,12,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,348,1.021941545,71.4
497,477,2741,2741,5.5,5.5,5.7,10.42982107,6,2741,1,9.761262136,235,172,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,2741,0.96,12.1
194,186,960,960,15.99293785,4.9,5.2,10.42982107,4,2853.309172,4,9.761262136,55,194,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,5316.463277,0.96,128.9
322,322,835,777,2.6,2.6,2.4,26.8,2,0,1,6,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,835,1,0
139,150,1238,1238,8.9,8.9,8.3,5.8,8,72,1,3,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1238,1.08,0
246,246,1032,960,3.9,4.2,3.9,20.5,4,-1,1,3,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,960,1,4.1
68,68,442,442,6.5,6.5,6.5,10.42982107,1.9,442,1,9.761262136,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,442,1.021941545,14.7
118,118,700,700,5.9,5.9,5.9,29.5,2,700,1,2,166.04545,118,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,700,1.021941545,0
521,521,3202,2049,3.9,6.1,3.9,10.42982107,4,2049,1,9.761262136,166.04545,341.2215103,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,2049,1.021941545,17.3
49,49,781,500,10.2,15.9,10.2,10.42982107,2,500,1,9.761262136,166.04545,341.2215103,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,500,1.021941545,0
61,61,89,89,1.5,1.5,1.5,20.3,1.5,0,1,2,166.04545,37,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,89,1.021941545,0
1318,1437,4900,4900,15.99293785,3.7,3.4,18.3,18,2853.309172,4,4,920,1318,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,5316.463277,1.09,15.2
1072,1168,10576,10576,9.9,9.9,9.1,10.9,14,0,1,7,166.04545,341.2215103,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,10576,1.09,24.3
117,117,2779,2779,23.8,23.8,23.8,1.6,8,2779,1,9,62,25,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,2779,1,8.5
72,72,331,331,4.6,4.6,4.6,10.42982107,1.5,331,1,9.761262136,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,331,1.021941545,13.9
600,600,1164,745,1.2,1.9,1.2,10.42982107,3,745,1,9.761262136,166.04545,341.2215103,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,745,1.021941545,3.3
87,87,605,387,4.4,7,4.4,10.42982107,2,387,1,9.761262136,166.04545,341.2215103,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,387,1.021941545,11.5
587,587,4492,4492,7.7,7.7,7.7,5.6,13,4492,1,8,262,572,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,4492,1.021941545,71.6
320,320,12180,12180,38.1,38.1,38.1,4,20,220,1,4,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,12180,1,203.1
912,912,4110,3863,4.5,4.5,4.2,6.1,15,0,1,10,853,853,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,4110,1.021941545,42.8
116,116,2630,2630,22.7,22.7,22.7,0.8,15,0,1,10,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,2630,1,1120.7
114,114,1041,666,5.8,9.1,5.8,10.42982107,6,666,1,9.761262136,166.04545,341.2215103,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,666,1.021941545,0
315,321,1076,1076,15.99293785,3.4,3.4,14.3,11,2853.309172,4,2,168,315,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,5316.463277,1.02,6.3
247,247,5971,5971,24.2,24.2,24.2,1.4,12,5971,1,15,98,34,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,5971,1,8.1
448,448,9163,9163,20.5,20.5,20.5,10.42982107,9.6,9163,1,9.761262136,166.04545,182,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,9163,1.021941545,0
126,126,1733,1733,13.8,13.8,13.8,3.7,2,1733,1,17,26,74,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1733,1.021941545,7.9
8,8,72,72,9,9,9,4,1,72,1,2,166.04545,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,72,1.021941545,0
99,119,1065,1065,10.8,10.8,8.9,10.42982107,10,0,1,9.761262136,46,77,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,1065,1.2,10.1
88,88,760,760,8.6,8.6,8.6,9.8,3,39,1,3,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,760,1,125
58,58,767,637,13.2,13.2,11,3.2,6,0,1,3,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,767,1,465.5
367,473,7079,6371,17.4,19.3,13.5,2.8,10,4621,1,13,166.04545,341.2215103,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,6371,1.29,8.2
39,42,653,588,15.1,16.7,14,1.4,7,532,1,4,166.04545,341.2215103,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,588,1.08,25.6
601,619,4818,4336,8,8,7,10.42982107,11,0,1,9.761262136,159.5,600.68,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,4818,1.03,11.6
1634,1634,7060,7060,15.99293785,4.3,4.3,17,12,2853.309172,2,8,625,1634,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,5316.463277,1,2.4
250,275,702,702,2.8,2.8,2.6,10.42982107,9,702,1,9.761262136,184,7,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,702,1.1,0
106,136,17050,17050,160.8,160.8,125.4,10.42982107,18,17050,1,9.761262136,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,17050,1.28,0
121,121,750,750,6.2,6.2,6.2,10.42982107,1.9,750,1,9.761262136,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,750,1.021941545,16.5
1230,1230,10152,10152,8,8.3,8.3,10.42982107,8.957260274,2853.309172,4,26,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,9803,1.021941545,0
74,74,633,633,8.6,8.6,8.6,2.1,6,633,1,6,12,7,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,633,1,40.5
551,551,5436,3479,6.3,9.9,6.3,10.42982107,10,3479,1,9.761262136,166.04545,341.2215103,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,3479,1.021941545,7.3
299,359,2746,2746,9.2,9.2,7.6,10.42982107,32,0,1,9.761262136,188,55,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,2746,1.2,0
78,78,3048,1402,39.1,39.1,18,10.42982107,8.957260274,0,1,9.761262136,166.04545,341.2215103,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,3048,1.021941545,359
11,11,61,61,5.5,5.5,5.5,10.42982107,0.6,61,1,9.761262136,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,61,1.021941545,0
622,722,4164,4164,6.7,6.7,5.8,10.42982107,9,4164,1,9.761262136,163,622,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,4164,1.16,3.2
556,556,1624,1624,2.9,2.9,2.9,27.8,4,1624,1,5,276,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1624,1.021941545,0
1749,1749,3837,3837,2.3,2.2,2.2,83.3,1,2853.309172,4,21,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,3960,1.021941545,0
340,367,1708,1588,2.4,5,4.3,22.7,3,828,2,5,30,340,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,828,1.08,2.9
167,204,2471,2471,14.8,14.8,12.1,6.7,5,0,1,5,75,45,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,2471,1.22,29.9
375,416,2794,2794,15.99293785,7.5,6.7,8.3,5,2853.309172,4,9,166.04545,341.2215103,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,5316.463277,1.11,0
337,337,11680,11680,34.7,34.7,34.7,3.4,11,11680,1,9,114,224,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,11680,1.021941545,14.8
1960,1882,6068,6068,2.7,3.1,3.2,17.8,10,0,2,11,711,1960,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,5364,0.96,11.7
280,280,2164,2164,7.5,7.7,7.7,2.5,7.4,2853.309172,4,15,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,2104,1.021941545,0
42,39,242,242,5.8,5.8,6.2,5.3,2,242,1,4,16,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,242,0.94,0
119,119,1877,1877,15.8,15.8,15.8,1.8,13,1877,1,5,31,98,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1877,1,16.8
322,322,7850,7850,24.4,24.4,24.4,4,20,140,1,4,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,7850,1,366.5
70,70,1209,1124,17.3,17.3,16.1,10.42982107,12,0,1,9.761262136,34,40,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1209,1,0
37,37,2182,1680,59,59,45.4,1.4,9,0,1,3,166.04545,37,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,2182,1.021941545,54.1
773,773,66768,66768,60.3,86.4,86.4,2.9,7.3,3558,4,37,166.04545,341.2215103,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,46620,1.021941545,3.9
36,36,183,117,3.3,5.1,3.3,10.42982107,2,117,1,9.761262136,166.04545,341.2215103,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,117,1.021941545,0
392,392,15729,15729,40.1,40.1,40.1,1.2,28,15729,1,12,84,392,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,15729,1.021941545,28.1
293,293,4879,4879,16.7,16.7,16.7,4.1,12,4879,1,6,166.04545,281,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,4879,1.021941545,6.8
126,126,3717,2379,18.9,29.5,18.9,10.42982107,7,2379,1,9.761262136,166.04545,341.2215103,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,2379,1.021941545,23.8
35,35,82,82,2.3,2.3,2.3,3.5,5,0,4,2,35,35,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,81,1.021941545,28.6
2190,2519,15022,13970,6.4,6.9,5.5,15.6,10,0,1,14,492,180,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,13970,1.15,0.5
753,843,5814,5814,7.7,7.7,6.9,10.42982107,8.957260274,1,1,9.761262136,158,753,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,5814,1.12,0
226,226,4907,4907,21.7,21.7,21.7,10.42982107,9.6,4907,1,9.761262136,166.04545,18,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,4907,1.021941545,0
110,110,596,596,5.4,5.4,5.4,9.2,6,596,1,2,42,12,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,596,1,9.1
264,264,4516,4516,17.1,17.1,17.1,4.1,16,4516,1,4,77,160,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,4516,1,11.4
49,40,285,285,15.99293785,5.8,7.1,12.3,4,2853.309172,4,1,10,49,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,5316.463277,0.81,0
30,30,9469,9469,315.6,315.6,315.6,0.3,24,0,1,4,166.04545,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,9469,1.021941545,0
80,74,966,869,10.9,12.1,11.7,20,1,788,1,4,166.04545,341.2215103,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,869,0.92,0
83,83,936,936,11.3,11.3,11.3,0.3,24,936,1,10,83,83,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,936,1.021941545,0
121,122,3003,2703,22.3,24.8,22.2,2.5,7,1845,1,7,166.04545,341.2215103,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,2703,1.01,16.5
1095,1248,15165,15165,10.9,13.8,12.2,9.1,12,0,4,10,249,1095,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,11930,1.14,86.8
215,215,9344,9344,43.5,43.5,43.5,10.42982107,54,9344,1,9.761262136,215,215,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,9344,1.021941545,23.3
795,795,2187,2187,2.8,2.8,2.8,14.7,9,2187,1,6,318,795,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,2187,1.021941545,0
672,605,4569,4569,6.8,6.8,7.6,3.4,18,0,1,11,57.42,671.84,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,4569,0.9,10.4
486,413,7643,7643,15.7,15.7,18.5,3.2,14,1602,1,11,0,486,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,7643,0.85,0
125,100,330,330,2.6,2.6,3.3,5.7,11,330,1,2,45,125,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,330,0.8,8
201,131,3926,3926,19.5,19.5,30,1.8,8,563,1,14,166.04545,341.2215103,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,3926,0.65,0
205,226,2508,2508,12.2,12.2,11.1,10.42982107,10,2508,1,9.761262136,88,92,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,2508,1.1,0
115,115,223,201,1.9,1.9,1.7,25.6,1.5,0,1,3,76,10,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,223,1,26.1
91,91,419,419,4.6,4.6,4.6,10.42982107,2.7,419,1,9.761262136,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,419,1.021941545,44
26,17,5632,4618,177.6,216.6,271.6,0.1,8,2191,1,28,166.04545,341.2215103,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,4618,0.65,0
32,31,333,300,9.4,10.4,9.7,8,2,204,1,2,166.04545,341.2215103,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,300,0.97,0
138,138,2264,2038,14.8,16.4,14.8,9.2,3,1195,1,5,166.04545,341.2215103,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,2038,1,7.2
198,198,2119,2119,10.7,10.7,10.7,4,10,2119,1,5,88,44,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,2119,1,30.3
9,9,51,51,5.7,5.7,5.7,10.42982107,0.5,51,1,9.761262136,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,51,1.021941545,0
640,640,21566,21566,33.7,33.7,33.7,3,6,21566,1,35,166.04545,174,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,21566,1.021941545,1.6
151,181,937,937,6.2,6.2,5.2,10.42982107,13,0,1,9.761262136,140,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,937,1.2,6.6
80,80,707,707,8.8,8.8,8.8,10,1.6,0,1,5,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,707,1.021941545,0
374,374,13288,13288,35.5,35.5,35.5,1.8,12,13288,1,17,113,271,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,13288,1.021941545,8
751,751,147,147,0.2,0.2,0.2,50.1,5,0,4,3,751,751,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,131,1.021941545,1.3
254,254,28760,28760,113.2,113.2,113.2,0.2,17,11680,1,80,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,28760,1,7.9
169,172,1788,1788,9.4,10.6,10.4,6.8,5,1596,4,5,88,169,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1596,1.02,5.9
167,194,1066,959,5.7,6.4,4.9,8.4,4,672,1,5,166.04545,341.2215103,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,959,1.16,0
53,38,852,571,17.8,16.1,15,10.42982107,14,0,4,9.761262136,18.56,53.06,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,943,0.73,37.7
251,261,3123,3123,9.2,12.4,12,7,12,0,4,3,42,251,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,2306,1.04,15.9
828,878,3742,3368,4.5,4.5,3.8,41.4,5,0,1,4,113,828,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,3742,1.06,6
465,484,10390,8520,18.3,22.3,17.6,10.42982107,4,8520,1,9.761262136,237,465,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,8520,1.04,10.8
489,489,3907,3907,8,8,8,4.3,19,3907,1,6,205,489,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,3907,1,2
245,245,1065,1065,4.3,4.3,4.3,17.5,2,1065,1,7,166.04545,245,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1065,1.021941545,0
169,181,499,499,15.99293785,3,2.8,10.42982107,5,2853.309172,4,9.761262136,30,169,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,5316.463277,1.021941545,76.9
41,41,740,666,16.2,18,16.2,1,5,258,1,8,166.04545,341.2215103,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,666,1,24.4
30,30,301,280,10,10,9.3,7.5,2,0,1,2,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,301,1,0
160,171,5269,4742,29.6,32.9,27.7,1.4,9,3877,1,13,166.04545,341.2215103,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,4742,1.07,6.3
65,64,140,140,15.99293785,2.2,2.2,21.7,3,2853.309172,2,1,20,65,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,5316.463277,0.98,0
171,171,6577,4209,24.6,38.5,24.6,10.42982107,8,4209,1,9.761262136,166.04545,341.2215103,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,4209,1.021941545,5.8
294,294,9318,8293,31.7,31.7,28.2,3.3,6,0,1,15,294,294,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,9318,1.021941545,34
1500,1500,10613,9610,3.5,7.1,6.4,26.1,4.1,2853.309172,4,14,166.04545,341.2215103,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,5279,1.021941545,1.3
274,274,6910,6910,25.2,25.2,25.2,1.8,9,6910,1,17,66,274,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,6910,1,0
1168,1168,9756,9756,7.9,8.4,8.4,10.42982107,8.957260274,2853.309172,4,10,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,9204,1.021941545,0
156,125,605,605,15.99293785,3.9,4.8,10.42982107,6,2853.309172,4,9.761262136,34,156,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,5316.463277,0.8,397.4
