Normalised Work Effort Level 1,Adjusted Function Points,Value Adjustment Factor,Normalised Work Effort Level 1,Normalised Work Effort,Summary Work Effort,Normalised Level 1 PDR (ufp),Normalised PDR (ufp),Pre 2002 PDR (afp),,Speed of Delivery,Project Elapsed Time,Effort Unphased,Resource Level,Max Team Size,Input count,Added count,Count_Approach_COSMIC,Count_Approach_IFPUG,Count_Approach_NESMA,Count_Approach_OTHER,Development_Type_Enhancement,Development_Type_New Development,Development_Type_Re-development,Architecture_Client server,Architecture_Multi-tier,Architecture_Stand alone,Functional_Size_Technique_Other,Functional_Size_Technique_Supported by a tool,Functional_Size_Technique_Wholly manual,FP_Standard_All_COSMIC,FP_Standard_All_IFPUG,FP_Standard_All_Other,Language_Type_1GL,Language_Type_3GL,Language_Type_4GL,Client_Server_Used,Development_Platform_MF,Development_Platform_MR,Development_Platform_Multi,Development_Platform_PC,Case_Tool_Used_Yes,How_Methodology_Acquired_Combined Developed/Purchased,How_Methodology_Acquired_Developed Inhouse,How_Methodology_Acquired_Traditional,Used_Methodology_Yes,,Defect Density
942,165,1,942,942,876,5.7,5.7,5.3,,13.8,4,0,1,3,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,,163.6
953,127,1.021941545,953,953,953,7.5,7.5,7.5,,10.42982107,5.8,953,1,9.761262136,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,,23.6
1364,300,1.05,1364,2039,2039,4.8,7.1,6.8,,10.42982107,8.957260274,1364,4,9,105,286,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,,0
13415,254,1,13415,13415,13415,52.8,52.8,52.8,,1.8,18,13415,1,8,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,,78.7
19750,1820,1.2,19750,19750,19750,13,13,10.9,,10.42982107,15,19750,1,9.761262136,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,,0
4879,335,1,4879,4879,4879,14.6,14.6,14.6,,4.7,12,4879,1,6,83,220,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,,6
1050,123,1,1050,1050,1050,8.5,8.5,8.5,,3.4,6,1050,1,6,80,50,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,,48.8
7200,664,0.67,7200,7200,7200,10.8,10.8,10.8,,13.6,7,0,1,7,41,292,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,,18.1
1225,138,0.3,1225,2299,2299,2.7,5.1,16.7,,2.1,54,1,4,4,207,449,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,,167
9163,601,1,9163,9163,9163,15.2,15.2,15.2,,10.42982107,9.6,9163,1,9.761262136,94,141,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,,0
7820,682,1,7820,7820,7820,11.5,11.5,11.5,,2.9,17,7820,1,14,290,614,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,,41.1
684,221,1.07,684,760,684,3.3,3.7,3.1,,8.6,8,450,1,3,166.04545,341.2215103,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,,0
1000,98,0.93,1000,1111,1000,9.5,10.6,10.2,,4.2,5,839,1,5,166.04545,341.2215103,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,,0
348,14,1.021941545,348,348,348,24.9,24.9,24.9,,2,3.5,0,1,2,166.04545,12,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,,71.4
2741,477,0.96,2741,2741,2741,5.5,5.5,5.7,,10.42982107,6,2741,1,9.761262136,235,172,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,,12.1
5316.463277,186,0.96,5316.463277,960,960,15.99293785,4.9,5.2,,10.42982107,4,2853.309172,4,9.761262136,55,194,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,,128.9
835,322,1,835,835,777,2.6,2.6,2.4,,26.8,2,0,1,6,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,,0
1238,150,1.08,1238,1238,1238,8.9,8.9,8.3,,5.8,8,72,1,3,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,,0
960,246,1,960,1032,960,3.9,4.2,3.9,,20.5,4,-1,1,3,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,,4.1
442,68,1.021941545,442,442,442,6.5,6.5,6.5,,10.42982107,1.9,442,1,9.761262136,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,,14.7
700,118,1.021941545,700,700,700,5.9,5.9,5.9,,29.5,2,700,1,2,166.04545,118,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,,0
2049,521,1.021941545,2049,3202,2049,3.9,6.1,3.9,,10.42982107,4,2049,1,9.761262136,166.04545,341.2215103,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,,17.3
500,49,1.021941545,500,781,500,10.2,15.9,10.2,,10.42982107,2,500,1,9.761262136,166.04545,341.2215103,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,,0
89,61,1.021941545,89,89,89,1.5,1.5,1.5,,20.3,1.5,0,1,2,166.04545,37,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,,0
5316.463277,1437,1.09,5316.463277,4900,4900,15.99293785,3.7,3.4,,18.3,18,2853.309172,4,4,920,1318,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,,15.2
10576,1168,1.09,10576,10576,10576,9.9,9.9,9.1,,10.9,14,0,1,7,166.04545,341.2215103,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,,24.3
2779,117,1,2779,2779,2779,23.8,23.8,23.8,,1.6,8,2779,1,9,62,25,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,,8.5
331,72,1.021941545,331,331,331,4.6,4.6,4.6,,10.42982107,1.5,331,1,9.761262136,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,,13.9
745,600,1.021941545,745,1164,745,1.2,1.9,1.2,,10.42982107,3,745,1,9.761262136,166.04545,341.2215103,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,,3.3
387,87,1.021941545,387,605,387,4.4,7,4.4,,10.42982107,2,387,1,9.761262136,166.04545,341.2215103,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,,11.5
4492,587,1.021941545,4492,4492,4492,7.7,7.7,7.7,,5.6,13,4492,1,8,262,572,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,,71.6
12180,320,1,12180,12180,12180,38.1,38.1,38.1,,4,20,220,1,4,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,,203.1
4110,912,1.021941545,4110,4110,3863,4.5,4.5,4.2,,6.1,15,0,1,10,853,853,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,,42.8
2630,116,1,2630,2630,2630,22.7,22.7,22.7,,0.8,15,0,1,10,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,,1120.7
666,114,1.021941545,666,1041,666,5.8,9.1,5.8,,10.42982107,6,666,1,9.761262136,166.04545,341.2215103,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,,0
5316.463277,321,1.02,5316.463277,1076,1076,15.99293785,3.4,3.4,,14.3,11,2853.309172,4,2,168,315,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,,6.3
5971,247,1,5971,5971,5971,24.2,24.2,24.2,,1.4,12,5971,1,15,98,34,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,,8.1
9163,448,1.021941545,9163,9163,9163,20.5,20.5,20.5,,10.42982107,9.6,9163,1,9.761262136,166.04545,182,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,,0
1733,126,1.021941545,1733,1733,1733,13.8,13.8,13.8,,3.7,2,1733,1,17,26,74,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,,7.9
72,8,1.021941545,72,72,72,9,9,9,,4,1,72,1,2,166.04545,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,,0
1065,119,1.2,1065,1065,1065,10.8,10.8,8.9,,10.42982107,10,0,1,9.761262136,46,77,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,,10.1
760,88,1,760,760,760,8.6,8.6,8.6,,9.8,3,39,1,3,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,,125
767,58,1,767,767,637,13.2,13.2,11,,3.2,6,0,1,3,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,,465.5
6371,473,1.29,6371,7079,6371,17.4,19.3,13.5,,2.8,10,4621,1,13,166.04545,341.2215103,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,,8.2
588,42,1.08,588,653,588,15.1,16.7,14,,1.4,7,532,1,4,166.04545,341.2215103,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,,25.6
4818,619,1.03,4818,4818,4336,8,8,7,,10.42982107,11,0,1,9.761262136,159.5,600.68,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,,11.6
5316.463277,1634,1,5316.463277,7060,7060,15.99293785,4.3,4.3,,17,12,2853.309172,2,8,625,1634,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,,2.4
702,275,1.1,702,702,702,2.8,2.8,2.6,,10.42982107,9,702,1,9.761262136,184,7,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,,0
17050,136,1.28,17050,17050,17050,160.8,160.8,125.4,,10.42982107,18,17050,1,9.761262136,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,,0
750,121,1.021941545,750,750,750,6.2,6.2,6.2,,10.42982107,1.9,750,1,9.761262136,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,,16.5
9803,1230,1.021941545,9803,10152,10152,8,8.3,8.3,,10.42982107,8.957260274,2853.309172,4,26,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,,0
633,74,1,633,633,633,8.6,8.6,8.6,,2.1,6,633,1,6,12,7,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,,40.5
3479,551,1.021941545,3479,5436,3479,6.3,9.9,6.3,,10.42982107,10,3479,1,9.761262136,166.04545,341.2215103,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,,7.3
2746,359,1.2,2746,2746,2746,9.2,9.2,7.6,,10.42982107,32,0,1,9.761262136,188,55,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,,0
3048,78,1.021941545,3048,3048,1402,39.1,39.1,18,,10.42982107,8.957260274,0,1,9.761262136,166.04545,341.2215103,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,,359
61,11,1.021941545,61,61,61,5.5,5.5,5.5,,10.42982107,0.6,61,1,9.761262136,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,,0
4164,722,1.16,4164,4164,4164,6.7,6.7,5.8,,10.42982107,9,4164,1,9.761262136,163,622,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,,3.2
1624,556,1.021941545,1624,1624,1624,2.9,2.9,2.9,,27.8,4,1624,1,5,276,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,,0
3960,1749,1.021941545,3960,3837,3837,2.3,2.2,2.2,,83.3,1,2853.309172,4,21,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,,0
828,367,1.08,828,1708,1588,2.4,5,4.3,,22.7,3,828,2,5,30,340,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,,2.9
2471,204,1.22,2471,2471,2471,14.8,14.8,12.1,,6.7,5,0,1,5,75,45,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,,29.9
5316.463277,416,1.11,5316.463277,2794,2794,15.99293785,7.5,6.7,,8.3,5,2853.309172,4,9,166.04545,341.2215103,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,,0
11680,337,1.021941545,11680,11680,11680,34.7,34.7,34.7,,3.4,11,11680,1,9,114,224,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,,14.8
5364,1882,0.96,5364,6068,6068,2.7,3.1,3.2,,17.8,10,0,2,11,711,1960,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,,11.7
2104,280,1.021941545,2104,2164,2164,7.5,7.7,7.7,,2.5,7.4,2853.309172,4,15,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,,0
242,39,0.94,242,242,242,5.8,5.8,6.2,,5.3,2,242,1,4,16,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,,0
1877,119,1,1877,1877,1877,15.8,15.8,15.8,,1.8,13,1877,1,5,31,98,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,,16.8
7850,322,1,7850,7850,7850,24.4,24.4,24.4,,4,20,140,1,4,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,,366.5
1209,70,1,1209,1209,1124,17.3,17.3,16.1,,10.42982107,12,0,1,9.761262136,34,40,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,,0
2182,37,1.021941545,2182,2182,1680,59,59,45.4,,1.4,9,0,1,3,166.04545,37,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,,54.1
46620,773,1.021941545,46620,66768,66768,60.3,86.4,86.4,,2.9,7.3,3558,4,37,166.04545,341.2215103,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,,3.9
117,36,1.021941545,117,183,117,3.3,5.1,3.3,,10.42982107,2,117,1,9.761262136,166.04545,341.2215103,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,,0
15729,392,1.021941545,15729,15729,15729,40.1,40.1,40.1,,1.2,28,15729,1,12,84,392,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,,28.1
4879,293,1.021941545,4879,4879,4879,16.7,16.7,16.7,,4.1,12,4879,1,6,166.04545,281,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,,6.8
2379,126,1.021941545,2379,3717,2379,18.9,29.5,18.9,,10.42982107,7,2379,1,9.761262136,166.04545,341.2215103,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,,23.8
81,35,1.021941545,81,82,82,2.3,2.3,2.3,,3.5,5,0,4,2,35,35,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,,28.6
13970,2519,1.15,13970,15022,13970,6.4,6.9,5.5,,15.6,10,0,1,14,492,180,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,,0.5
5814,843,1.12,5814,5814,5814,7.7,7.7,6.9,,10.42982107,8.957260274,1,1,9.761262136,158,753,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,,0
4907,226,1.021941545,4907,4907,4907,21.7,21.7,21.7,,10.42982107,9.6,4907,1,9.761262136,166.04545,18,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,,0
596,110,1,596,596,596,5.4,5.4,5.4,,9.2,6,596,1,2,42,12,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,,9.1
4516,264,1,4516,4516,4516,17.1,17.1,17.1,,4.1,16,4516,1,4,77,160,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,,11.4
5316.463277,40,0.81,5316.463277,285,285,15.99293785,5.8,7.1,,12.3,4,2853.309172,4,1,10,49,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,,0
9469,30,1.021941545,9469,9469,9469,315.6,315.6,315.6,,0.3,24,0,1,4,166.04545,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,,0
869,74,0.92,869,966,869,10.9,12.1,11.7,,20,1,788,1,4,166.04545,341.2215103,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,,0
936,83,1.021941545,936,936,936,11.3,11.3,11.3,,0.3,24,936,1,10,83,83,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,,0
2703,122,1.01,2703,3003,2703,22.3,24.8,22.2,,2.5,7,1845,1,7,166.04545,341.2215103,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,,16.5
11930,1248,1.14,11930,15165,15165,10.9,13.8,12.2,,9.1,12,0,4,10,249,1095,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,,86.8
9344,215,1.021941545,9344,9344,9344,43.5,43.5,43.5,,10.42982107,54,9344,1,9.761262136,215,215,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,,23.3
2187,795,1.021941545,2187,2187,2187,2.8,2.8,2.8,,14.7,9,2187,1,6,318,795,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,,0
4569,605,0.9,4569,4569,4569,6.8,6.8,7.6,,3.4,18,0,1,11,57.42,671.84,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,,10.4
7643,413,0.85,7643,7643,7643,15.7,15.7,18.5,,3.2,14,1602,1,11,0,486,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,,0
330,100,0.8,330,330,330,2.6,2.6,3.3,,5.7,11,330,1,2,45,125,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,,8
3926,131,0.65,3926,3926,3926,19.5,19.5,30,,1.8,8,563,1,14,166.04545,341.2215103,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,,0
2508,226,1.1,2508,2508,2508,12.2,12.2,11.1,,10.42982107,10,2508,1,9.761262136,88,92,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,,0
223,115,1,223,223,201,1.9,1.9,1.7,,25.6,1.5,0,1,3,76,10,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,,26.1
419,91,1.021941545,419,419,419,4.6,4.6,4.6,,10.42982107,2.7,419,1,9.761262136,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,,44
4618,17,0.65,4618,5632,4618,177.6,216.6,271.6,,0.1,8,2191,1,28,166.04545,341.2215103,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,,0
300,31,0.97,300,333,300,9.4,10.4,9.7,,8,2,204,1,2,166.04545,341.2215103,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,,0
2038,138,1,2038,2264,2038,14.8,16.4,14.8,,9.2,3,1195,1,5,166.04545,341.2215103,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,,7.2
2119,198,1,2119,2119,2119,10.7,10.7,10.7,,4,10,2119,1,5,88,44,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,,30.3
51,9,1.021941545,51,51,51,5.7,5.7,5.7,,10.42982107,0.5,51,1,9.761262136,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,,0
21566,640,1.021941545,21566,21566,21566,33.7,33.7,33.7,,3,6,21566,1,35,166.04545,174,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,,1.6
937,181,1.2,937,937,937,6.2,6.2,5.2,,10.42982107,13,0,1,9.761262136,140,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,,6.6
707,80,1.021941545,707,707,707,8.8,8.8,8.8,,10,1.6,0,1,5,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,,0
13288,374,1.021941545,13288,13288,13288,35.5,35.5,35.5,,1.8,12,13288,1,17,113,271,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,,8
131,751,1.021941545,131,147,147,0.2,0.2,0.2,,50.1,5,0,4,3,751,751,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,,1.3
28760,254,1,28760,28760,28760,113.2,113.2,113.2,,0.2,17,11680,1,80,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,,7.9
1596,172,1.02,1596,1788,1788,9.4,10.6,10.4,,6.8,5,1596,4,5,88,169,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,,5.9
959,194,1.16,959,1066,959,5.7,6.4,4.9,,8.4,4,672,1,5,166.04545,341.2215103,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,,0
943,38,0.73,943,852,571,17.8,16.1,15,,10.42982107,14,0,4,9.761262136,18.56,53.06,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,,37.7
2306,261,1.04,2306,3123,3123,9.2,12.4,12,,7,12,0,4,3,42,251,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,,15.9
3742,878,1.06,3742,3742,3368,4.5,4.5,3.8,,41.4,5,0,1,4,113,828,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,,6
8520,484,1.04,8520,10390,8520,18.3,22.3,17.6,,10.42982107,4,8520,1,9.761262136,237,465,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,,10.8
3907,489,1,3907,3907,3907,8,8,8,,4.3,19,3907,1,6,205,489,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,,2
1065,245,1.021941545,1065,1065,1065,4.3,4.3,4.3,,17.5,2,1065,1,7,166.04545,245,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,,0
5316.463277,181,1.021941545,5316.463277,499,499,15.99293785,3,2.8,,10.42982107,5,2853.309172,4,9.761262136,30,169,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,,76.9
666,41,1,666,740,666,16.2,18,16.2,,1,5,258,1,8,166.04545,341.2215103,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,,24.4
