UFP rating,Year of Project,Count Approach,Functional Size,Adjusted Function Points,Value Adjustment Factor,Normalised Work Effort Level 1,Normalised Work Effort,Summary Work Effort,Normalised Level 1 PDR (ufp),Normalised PDR (ufp),Pre 2002 PDR (afp),Defect Density,Speed of Delivery,Project Elapsed Time,Effort Unphased,Total Defects Delivered,Development Type,Architecture,Client Server?,Functional Sizing Technique,FP Standards All,Development Platform,Language Type,CASE Tool Used,Used Methodology,How Methodology Acquired,Resource Level,Max Team Size,Input count
UFP_rating_B,1998,Count_Approach_NESMA,1106,1106,123456789.0,2947,2947,1886,2.7,2.7,1.7,0.9,123456789.0,5.0,1886,1,Development_Type_Enhancement,Architecture_Client server,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_IFPUG,Development_Platform_PC,1GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,123456789.0,123456789.0
UFP_rating_A,1996,Count_Approach_IFPUG,981,1128,1.15,1774,1774,1774,1.8,1.8,1.6,71.4,56.1,3.5,0,70,Development_Type_Enhancement,Architecture_Stand alone,Client_Server_Yes,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_MR,4GL,No,Used_Methodology_No,How_Methodology_Acquired_Combined Developed/Purchased,1,5.0,420.0
UFP_rating_A,2000,Count_Approach_IFPUG,91,91,1.0,778,778,778,8.5,8.5,8.5,0.0,11.4,4.0,373,0,Development_Type_Enhancement,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_IFPUG,Development_Platform_MR,1GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,2.0,123456789.0
UFP_rating_A,2007,Count_Approach_IFPUG,206,206,1.0,1486,1486,1486,7.2,7.2,7.2,0.0,4.1,10.0,1486,0,Development_Type_Enhancement,Architecture_Stand alone,Client_Server_No,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_MF,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,5.0,75.0
UFP_rating_A,2001,Count_Approach_IFPUG,749,689,0.92,1580,14210,14210,2.1,19.0,20.6,1.3,3.8,9.0,1580,1,Development_Type_Enhancement,Architecture_Stand alone,Client_Server_Yes,Functional_Sizing_Technique_Other,FP_Standards_All_COSMIC,Development_Platform_MF,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,4,22.0,123456789.0
UFP_rating_B,2005,Count_Approach_IFPUG,414,414,123456789.0,2274,2274,2274,5.5,5.5,5.5,9.7,7.4,8.0,0,4,Development_Type_Enhancement,Architecture_Client server,Client_Server_Yes,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_Multi,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,7.0,158.0
UFP_rating_A,1999,Count_Approach_IFPUG,938,1050,1.12,11022,11022,11022,11.8,11.8,10.5,0.0,123456789.0,12.0,11022,0,Development_Type_Enhancement,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_COSMIC,Development_Platform_PC,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,123456789.0,123456789.0
UFP_rating_A,1999,Count_Approach_IFPUG,321,360,1.12,1705,1705,1705,5.3,5.3,4.7,0.0,123456789.0,6.0,1705,0,Development_Type_Enhancement,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_COSMIC,Development_Platform_PC,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,123456789.0,123456789.0
UFP_rating_B,2005,Count_Approach_IFPUG,285,285,123456789.0,2973,2973,2973,10.4,10.4,10.4,3.5,2.7,8.0,2973,1,Development_Type_Enhancement,Architecture_Client server,Client_Server_Yes,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_Multi,4GL,No,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,13.0,104.0
UFP_rating_B,2000,Count_Approach_NESMA,90,90,123456789.0,240,375,240,2.7,4.2,2.7,11.1,123456789.0,2.0,240,1,Development_Type_Enhancement,Architecture_Client server,Client_Server_Yes,Functional_Sizing_Technique_Other,FP_Standards_All_IFPUG,Development_Platform_MF,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,123456789.0,123456789.0
UFP_rating_A,2004,Count_Approach_IFPUG,307,307,1.0,11165,11165,11165,36.4,36.4,36.4,19.5,1.0,15.0,11165,6,Development_Type_New Development,Architecture_Client server,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_COSMIC,Development_Platform_Multi,3GL,No,Used_Methodology_Yes,How_Methodology_Acquired_Developed Inhouse,1,21.0,50.0
UFP_rating_B,2000,Count_Approach_NESMA,327,327,123456789.0,276,431,276,0.8,1.3,0.8,18.3,123456789.0,2.0,276,6,Development_Type_Re-development,Architecture_Stand alone,Client_Server_No,Functional_Sizing_Technique_Other,FP_Standards_All_IFPUG,Development_Platform_MF,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,123456789.0,123456789.0
UFP_rating_B,2003,Count_Approach_IFPUG,545,545,123456789.0,8740,8740,8740,16.0,16.0,16.0,84.4,7.1,11.0,8740,46,Development_Type_Enhancement,Architecture_Client server,Client_Server_Yes,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_MF,3GL,No,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,7.0,116.0
UFP_rating_A,1993,Count_Approach_IFPUG,438,499,1.14,6578,7231,7231,15.0,16.5,14.5,32.0,6.3,10.0,6578,14,Development_Type_Enhancement,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_COSMIC,Development_Platform_MF,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Developed Inhouse,2,7.0,132.0
UFP_rating_A,1994,Count_Approach_IFPUG,105,105,1.0,220,220,198,2.1,2.1,1.9,9.5,123456789.0,8.0,0,1,Development_Type_Enhancement,Architecture_Stand alone,Client_Server_Yes,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_MF,4GL,No,Used_Methodology_Yes,How_Methodology_Acquired_Developed Inhouse,1,123456789.0,96.0
UFP_rating_B,2004,Count_Approach_IFPUG,6,6,123456789.0,29,29,29,4.8,4.8,4.8,0.0,123456789.0,0.25,29,0,Development_Type_Enhancement,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Other,FP_Standards_All_COSMIC,Development_Platform_Multi,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Traditional,1,123456789.0,123456789.0
UFP_rating_A,1993,Count_Approach_OTHER,2650,2648,123456789.0,40581,40581,37740,15.3,15.3,14.3,12.5,2.3,21.0,0,33,Development_Type_New Development,Architecture_Stand alone,Client_Server_Yes,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_IFPUG,Development_Platform_MF,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,55.0,400.78
UFP_rating_A,1995,Count_Approach_IFPUG,235,251,1.07,2024,2024,2024,8.6,8.6,8.1,0.0,2.4,7.0,2024,0,Development_Type_Enhancement,Architecture_Multi-tier,Client_Server_No,Functional_Sizing_Technique_Other,FP_Standards_All_COSMIC,Development_Platform_MF,4GL,No,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,14.0,17.0
UFP_rating_D,2007,Count_Approach_COSMIC,74,74,123456789.0,2929,2929,2929,39.6,39.6,39.6,0.0,1.5,8.5,0,0,Development_Type_Enhancement,Architecture_Client server,Client_Server_Yes,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_IFPUG,Development_Platform_PC,4GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Developed Inhouse,1,6.0,123456789.0
UFP_rating_A,1999,Count_Approach_IFPUG,34,33,0.97,165,183,165,4.9,5.4,5.0,29.4,5.7,2.0,128,1,Development_Type_Enhancement,Architecture_Stand alone,Client_Server_No,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_MF,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Developed Inhouse,1,3.0,123456789.0
UFP_rating_A,1998,Count_Approach_IFPUG,860,860,1.0,2074,2074,2074,2.4,2.4,2.4,4.7,35.8,6.0,91,4,Development_Type_New Development,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_IFPUG,Development_Platform_MR,1GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,4.0,123456789.0
UFP_rating_A,1999,Count_Approach_IFPUG,397,445,1.12,1101,1101,1101,2.8,2.8,2.5,0.0,123456789.0,6.0,1101,0,Development_Type_Enhancement,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_COSMIC,Development_Platform_PC,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,123456789.0,123456789.0
UFP_rating_A,2007,Count_Approach_IFPUG,960,960,1.0,9261,9261,9261,9.6,9.6,9.6,17.7,8.1,7.0,9261,17,Development_Type_Enhancement,Architecture_Client server,Client_Server_Yes,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_Multi,3GL,No,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,17.0,395.0
UFP_rating_A,1995,Count_Approach_IFPUG,140,174,1.24,10212,13528,13528,72.9,96.6,77.7,14.3,1.3,8.0,0,2,Development_Type_New Development,Architecture_Multi-tier,Client_Server_No,Functional_Sizing_Technique_Other,FP_Standards_All_COSMIC,Development_Platform_MF,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Developed Inhouse,4,13.0,21.0
UFP_rating_A,1994,Count_Approach_IFPUG,840,798,0.95,123456789,851,851,123456789.0,1.0,1.1,17.9,123456789.0,3.5,123456789,15,Development_Type_New Development,Architecture_Stand alone,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_IFPUG,Development_Platform_PC,4GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Developed Inhouse,2,123456789.0,351.0
UFP_rating_A,2005,Count_Approach_IFPUG,252,302,1.2,5490,5490,5490,21.8,21.8,18.2,23.8,123456789.0,29.0,0,6,Development_Type_Enhancement,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_COSMIC,Development_Platform_MF,1GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,123456789.0,169.0
UFP_rating_A,2007,Count_Approach_IFPUG,331,331,1.0,4172,4172,4172,12.6,12.6,12.6,0.0,1.1,33.0,4172,0,Development_Type_New Development,Architecture_Client server,Client_Server_Yes,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_Multi,4GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,9.0,60.0
UFP_rating_B,2000,Count_Approach_IFPUG,124,124,123456789.0,3639,3639,3639,29.3,29.3,29.3,40.3,1.1,9.0,0,5,Development_Type_Enhancement,Architecture_Multi-tier,Client_Server_No,Functional_Sizing_Technique_Other,FP_Standards_All_COSMIC,Development_Platform_MF,3GL,No,Used_Methodology_Yes,How_Methodology_Acquired_Developed Inhouse,1,12.0,123456789.0
UFP_rating_B,2000,Count_Approach_NESMA,332,332,123456789.0,1904,2975,1904,5.7,9.0,5.7,3.0,123456789.0,4.0,1904,1,Development_Type_Enhancement,Architecture_Stand alone,Client_Server_No,Functional_Sizing_Technique_Other,FP_Standards_All_IFPUG,Development_Platform_PC,1GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,123456789.0,123456789.0
UFP_rating_B,2004,Count_Approach_IFPUG,65,65,123456789.0,527,527,527,8.1,8.1,8.1,15.4,123456789.0,2.5,527,1,Development_Type_Enhancement,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Other,FP_Standards_All_COSMIC,Development_Platform_Multi,4GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Traditional,1,123456789.0,123456789.0
UFP_rating_A,2008,Count_Approach_IFPUG,121,121,1.0,2706,2706,2706,22.4,22.4,22.4,16.5,0.9,9.0,2706,2,Development_Type_Enhancement,Architecture_Client server,Client_Server_Yes,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_Multi,3GL,No,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,15.0,46.0
UFP_rating_A,2008,Count_Approach_IFPUG,455,455,1.0,9301,9301,9301,20.4,20.4,20.4,46.2,2.0,14.0,9301,21,Development_Type_Enhancement,Architecture_Client server,Client_Server_Yes,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_Multi,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,16.0,96.0
UFP_rating_A,2003,Count_Approach_IFPUG,848,822,0.97,575,730,730,0.7,0.9,0.9,23.6,106.0,2.0,0,20,Development_Type_Enhancement,Architecture_Multi-tier,Client_Server_No,Functional_Sizing_Technique_Other,FP_Standards_All_Other,Development_Platform_PC,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Developed Inhouse,4,4.0,76.0
UFP_rating_A,2006,Count_Approach_IFPUG,73,88,1.2,340,340,316,4.7,4.7,3.6,13.7,123456789.0,12.0,0,1,Development_Type_Enhancement,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_COSMIC,Development_Platform_MF,1GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,123456789.0,66.0
UFP_rating_A,1997,Count_Approach_IFPUG,86,85,0.99,123456789,1491,1491,123456789.0,17.3,17.5,558.1,123456789.0,3.0,123456789,48,Development_Type_Enhancement,Architecture_Stand alone,Client_Server_No,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_MF,1GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Developed Inhouse,4,123456789.0,7.0
UFP_rating_B,2004,Count_Approach_IFPUG,234,234,123456789.0,5103,5103,5103,21.8,21.8,21.8,4.3,2.1,10.0,5103,1,Development_Type_Enhancement,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_Multi,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,11.0,117.0
UFP_rating_A,2007,Count_Approach_IFPUG,125,125,1.0,694,694,694,5.6,5.6,5.6,0.0,5.2,6.0,694,0,Development_Type_Enhancement,Architecture_Client server,Client_Server_Yes,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_Multi,3GL,No,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,4.0,7.0
UFP_rating_D,2008,Count_Approach_COSMIC,3,3,123456789.0,40,40,40,13.3,13.3,13.3,0.0,3.0,0.5,40,0,Development_Type_Enhancement,Architecture_Stand alone,Client_Server_Yes,Functional_Sizing_Technique_Other,FP_Standards_All_IFPUG,Development_Platform_MF,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,2.0,123456789.0
UFP_rating_A,1994,Count_Approach_IFPUG,1326,1406,1.06,14698,14938,14938,11.1,11.3,10.6,0.8,53.0,1.0,123456789,1,Development_Type_New Development,Architecture_Client server,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_COSMIC,Development_Platform_MF,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Developed Inhouse,4,25.0,541.0
UFP_rating_D,2008,Count_Approach_COSMIC,746,746,123456789.0,3900,5175,5175,5.2,6.9,6.9,4.0,29.8,5.0,3900,3,Development_Type_Enhancement,Architecture_Client server,Client_Server_Yes,Functional_Sizing_Technique_Other,FP_Standards_All_IFPUG,Development_Platform_PC,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Developed Inhouse,4,5.0,123456789.0
UFP_rating_A,1998,Count_Approach_IFPUG,1185,1185,1.0,3822,3822,3822,3.2,3.2,3.2,3.4,8.5,7.0,70,4,Development_Type_New Development,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_IFPUG,Development_Platform_MR,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,20.0,123456789.0
UFP_rating_B,2000,Count_Approach_NESMA,243,243,123456789.0,848,1325,848,3.5,5.5,3.5,4.1,123456789.0,3.0,848,1,Development_Type_Enhancement,Architecture_Stand alone,Client_Server_No,Functional_Sizing_Technique_Other,FP_Standards_All_IFPUG,Development_Platform_PC,4GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,123456789.0,123456789.0
UFP_rating_A,2002,Count_Approach_IFPUG,143,134,0.94,5506,5506,5506,38.5,38.5,41.1,14.0,0.9,9.0,1834,2,Development_Type_Enhancement,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Other,FP_Standards_All_COSMIC,Development_Platform_MR,1GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,17.0,0.0
UFP_rating_B,2004,Count_Approach_IFPUG,12,12,123456789.0,110,110,110,9.2,9.2,9.2,166.7,123456789.0,1.0,110,2,Development_Type_Enhancement,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Other,FP_Standards_All_COSMIC,Development_Platform_Multi,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Traditional,1,123456789.0,123456789.0
UFP_rating_A,1998,Count_Approach_IFPUG,408,408,1.0,1820,1820,1820,4.5,4.5,4.5,61.3,16.3,5.0,854,25,Development_Type_Enhancement,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_IFPUG,Development_Platform_MR,1GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,5.0,123456789.0
UFP_rating_B,1993,Count_Approach_OTHER,4181,4181,123456789.0,126133,126133,104690,30.2,30.2,25.0,15.5,123456789.0,15.0,0,65,Development_Type_Enhancement,Architecture_Stand alone,Client_Server_Yes,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_IFPUG,Development_Platform_MF,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Developed Inhouse,1,123456789.0,123456789.0
UFP_rating_B,2000,Count_Approach_NESMA,511,511,123456789.0,1808,2825,1808,3.5,5.5,3.5,11.7,123456789.0,3.0,1808,6,Development_Type_Enhancement,Architecture_Stand alone,Client_Server_No,Functional_Sizing_Technique_Other,FP_Standards_All_IFPUG,Development_Platform_MF,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,123456789.0,123456789.0
UFP_rating_A,1997,Count_Approach_IFPUG,287,287,1.0,2284,2538,2284,8.0,8.8,8.0,7.0,3.8,7.0,1581,2,Development_Type_New Development,Architecture_Client server,Client_Server_Yes,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_MF,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Developed Inhouse,1,10.75,123456789.0
UFP_rating_A,2001,Count_Approach_IFPUG,108,85,0.79,707,3958,3048,6.5,36.6,35.9,0.0,2.3,6.0,707,0,Development_Type_New Development,Architecture_Stand alone,Client_Server_Yes,Functional_Sizing_Technique_Other,FP_Standards_All_COSMIC,Development_Platform_MF,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,4,8.0,123456789.0
UFP_rating_B,2005,Count_Approach_IFPUG,46,46,123456789.0,150,172,172,3.3,3.7,3.7,0.0,9.2,1.0,123456789,0,Development_Type_New Development,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Other,FP_Standards_All_COSMIC,Development_Platform_PC,4GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,4,5.0,123456789.0
UFP_rating_A,2005,Count_Approach_IFPUG,339,407,1.2,3622,3622,3622,10.7,10.7,8.9,53.1,123456789.0,12.0,0,18,Development_Type_Enhancement,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_COSMIC,Development_Platform_MF,1GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,123456789.0,183.0
UFP_rating_A,2007,Count_Approach_IFPUG,117,117,1.0,846,846,846,7.2,7.2,7.2,8.5,3.9,10.0,846,1,Development_Type_Enhancement,Architecture_Client server,Client_Server_Yes,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_Multi,4GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,3.0,47.0
UFP_rating_A,2005,Count_Approach_IFPUG,254,254,1.0,1550,1550,1550,6.1,6.1,6.1,7.9,7.3,5.0,1550,2,Development_Type_Enhancement,Architecture_Client server,Client_Server_Yes,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_Multi,3GL,No,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,7.0,64.0
UFP_rating_A,1994,Count_Approach_IFPUG,734,756,1.03,3571,3571,3214,4.9,4.9,4.3,17.7,26.2,7.0,0,13,Development_Type_Enhancement,Architecture_Stand alone,Client_Server_Yes,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_MF,4GL,No,Used_Methodology_Yes,How_Methodology_Acquired_Developed Inhouse,1,4.0,452.0
UFP_rating_A,1996,Count_Approach_NESMA,1082,1082,1.0,11581,11581,10770,10.7,10.7,10.0,23.1,6.1,16.0,0,25,Development_Type_New Development,Architecture_Stand alone,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_IFPUG,Development_Platform_MR,1GL,No,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,11.0,251.0
UFP_rating_A,1996,Count_Approach_IFPUG,119,112,0.94,123456789,1073,1073,123456789.0,9.0,9.6,0.0,4.6,13.0,123456789,0,Development_Type_Re-development,Architecture_Stand alone,Client_Server_No,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_MF,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Developed Inhouse,4,2.0,85.0
UFP_rating_B,2004,Count_Approach_IFPUG,211,211,123456789.0,3566,3566,3566,16.9,16.9,16.9,19.0,123456789.0,13.0,3566,4,Development_Type_Enhancement,Architecture_Client server,Client_Server_Yes,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_PC,4GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,123456789.0,73.0
UFP_rating_A,2000,Count_Approach_IFPUG,934,934,1.0,5236,5236,5236,5.6,5.6,5.6,2.1,10.4,10.0,27,2,Development_Type_New Development,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_IFPUG,Development_Platform_MR,1GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,9.0,123456789.0
UFP_rating_B,2004,Count_Approach_IFPUG,133,133,123456789.0,1609,1609,1609,12.1,12.1,12.1,22.6,123456789.0,6.2,1609,3,Development_Type_New Development,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Other,FP_Standards_All_COSMIC,Development_Platform_Multi,4GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Traditional,1,123456789.0,123456789.0
UFP_rating_A,1993,Count_Approach_IFPUG,778,895,1.15,780,780,780,1.0,1.0,0.9,0.0,55.6,7.0,780,0,Development_Type_New Development,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_COSMIC,Development_Platform_PC,4GL,No,Used_Methodology_Yes,How_Methodology_Acquired_Developed Inhouse,1,2.0,222.0
UFP_rating_B,2003,Count_Approach_IFPUG,74,74,123456789.0,3995,3995,3995,54.0,54.0,54.0,13.5,0.5,14.0,3995,1,Development_Type_New Development,Architecture_Client server,Client_Server_Yes,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_PC,3GL,No,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,11.0,18.0
UFP_rating_B,2000,Count_Approach_NESMA,382,382,123456789.0,632,988,632,1.7,2.6,1.7,2.6,123456789.0,5.0,632,1,Development_Type_New Development,Architecture_Client server,Client_Server_Yes,Functional_Sizing_Technique_Other,FP_Standards_All_IFPUG,Development_Platform_PC,4GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,123456789.0,123456789.0
UFP_rating_A,2007,Count_Approach_IFPUG,2550,2550,1.0,34947,34947,34947,13.7,13.7,13.7,16.5,10.1,18.0,34947,42,Development_Type_New Development,Architecture_Client server,Client_Server_Yes,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_Multi,3GL,No,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,14.0,1084.0
UFP_rating_A,2002,Count_Approach_IFPUG,176,188,1.07,5484,5484,5484,31.2,31.2,29.2,0.0,2.0,9.0,496,0,Development_Type_New Development,Architecture_Stand alone,Client_Server_Yes,Functional_Sizing_Technique_Other,FP_Standards_All_COSMIC,Development_Platform_PC,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,10.0,123456789.0
UFP_rating_D,2006,Count_Approach_COSMIC,250,250,123456789.0,5971,5971,5971,23.9,23.9,23.9,8.0,1.4,12.0,5971,2,Development_Type_Enhancement,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_IFPUG,Development_Platform_Multi,3GL,No,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,15.0,123456789.0
UFP_rating_D,2003,Count_Approach_COSMIC,182,182,123456789.0,4304,4304,4304,23.6,23.6,23.6,0.0,3.8,12.0,449,0,Development_Type_New Development,Architecture_Client server,Client_Server_Yes,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_IFPUG,Development_Platform_MF,3GL,No,Used_Methodology_Yes,How_Methodology_Acquired_Developed Inhouse,1,4.0,182.0
UFP_rating_B,2004,Count_Approach_IFPUG,100,100,123456789.0,1572,1572,1305,15.7,15.7,13.1,0.0,4.1,3.5,1,0,Development_Type_New Development,Architecture_Client server,Client_Server_Yes,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_Multi,4GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Developed Inhouse,1,7.0,123456789.0
UFP_rating_D,2001,Count_Approach_COSMIC,36,36,123456789.0,245,245,245,6.8,6.8,6.8,27.8,18.0,2.0,245,1,Development_Type_New Development,Architecture_Stand alone,Client_Server_No,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_IFPUG,Development_Platform_PC,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,4,1.0,36.0
