Year of Project,Functional Size,Adjusted Function Points,Value Adjustment Factor,Normalised Work Effort Level 1,Normalised Work Effort,Summary Work Effort,Normalised Level 1 PDR (ufp),Normalised PDR (ufp),Pre 2002 PDR (afp),Defect Density,Speed of Delivery,Project Elapsed Time,Effort Unphased,Total Defects Delivered,Resource Level,Max Team Size,Input count,Added count,Count_Approach_COSMIC,Count_Approach_IFPUG,Count_Approach_NESMA,Count_Approach_OTHER,Development_Type_Enhancement,Development_Type_New Development,Development_Type_Re-development,Architecture_Client server,Architecture_Multi-tier,Architecture_Stand alone,Functional_Size_Technique_Other,Functional_Size_Technique_Supported by a tool,Functional_Size_Technique_Wholly manual,FP_Standard_All_COSMIC,FP_Standard_All_IFPUG,FP_Standard_All_Other,FP_Standard_All_COSMIC.1,FP_Standard_All_IFPUG.1,FP_Standard_All_Other.1,Language_Type_1GL,Language_Type_3GL,Language_Type_4GL,Client_Server_Used,Development_Platform_MF,Development_Platform_MR,Development_Platform_Multi,Development_Platform_PC,Case_Tool_Used_Yes,How_Methodology_Acquired_Combined Developed/Purchased,How_Methodology_Acquired_Developed Inhouse,How_Methodology_Acquired_Traditional,Used_Methodology_Yes
1994.0,3962,4913.0,1.24,106480.0,150040,150040,26.9,37.9,30.5,0.0,2.1,78.0,106480.0,0,4,24.0,1167.0,3962.0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1
2005.0,53,64.0,1.2,927.0,927,686,17.5,17.5,10.7,0.0,10.42982107,3.0,0.0,0,1,9.761262136000001,22.0,53.0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1
1999.0,57,63.0,1.1,623.0,692,623,10.9,12.1,9.9,0.0,13.6,1.0,513.0,0,1,4.2,166.04545,341.22151030000003,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
1997.0,42,45.0,1.07,647.0,719,647,15.4,17.1,14.4,47.6,2.3,6.0,622.0,2,1,3.0,166.04545,341.22151030000003,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
1996.0,196,127.0,0.87,780.0,780,632,4.0,4.0,5.0,10.2,10.42982107,8.957260274,0.0,2,1,9.761262136000001,92.0,196.0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1
2005.0,212,212.0,1.0,2337.0,2337,2337,11.0,11.0,11.0,14.2,4.8,11.0,2337.0,3,1,4.0,6.0,205.0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1
1997.0,473,464.0,0.98,5316.463277000001,1304,1304,15.99293785,2.8,2.8,40.2,10.42982107,5.0,2853.3091719999998,19,4,9.761262136000001,172.0,473.0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
1998.0,449,364.0,0.81,5316.463277000001,2670,2670,15.99293785,5.9,7.3,8.9,10.42982107,10.0,2853.3091719999998,4,4,9.761262136000001,97.0,449.0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
1997.0,169,204.0,1.21,1476.0,1640,1476,8.7,9.7,7.2,5.9,7.0,4.0,1300.0,1,1,6.0,166.04545,341.22151030000003,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1
2004.0,249,249.0,1.021941545,4551.0,4551,4551,18.3,18.3,18.3,60.2,2.1,9.0,4551.0,15,1,13.0,126.0,58.0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1
1996.0,453,448.0,0.99,4568.0,4568,4248,10.1,10.1,9.5,15.5,18.9,8.0,0.0,7,1,3.0,62.0,453.0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0
2006.0,279,279.0,1.0,4628.0,4628,4628,16.6,16.6,16.6,10.8,2.2,14.0,4628.0,3,1,9.0,36.0,279.0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1
2004.0,344,344.0,1.021941545,5963.0,5963,5963,17.3,17.3,17.3,14.5,6.1,7.0,5963.0,5,1,8.0,78.0,104.0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1
1994.0,1401,1523.0,1.09,23491.0,61891,61891,16.8,44.2,40.6,43.5,4.5,28.0,0.0,61,4,11.0,643.0,1025.0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0
2002.0,42,42.0,1.021941545,8286.0,8286,8286,197.3,197.3,197.3,0.0,0.9,12.0,0.0,0,1,4.0,166.04545,42.0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1
2004.0,245,245.0,1.021941545,1149.0,1149,1149,4.7,4.7,4.7,16.3,7.0,7.0,1149.0,4,1,5.0,59.0,37.0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1
1995.0,693,693.0,1.0,12510.0,12510,12510,18.1,18.1,18.1,411.3,3.9,20.0,200.0,285,1,9.0,166.04545,341.22151030000003,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1
2009.0,57,57.0,1.021941545,600.0,600,600,10.5,10.5,10.5,0.0,9.5,2.0,600.0,0,1,3.0,166.04545,28.0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1
2000.0,88,88.0,1.021941545,2639.0,2639,1214,30.0,30.0,13.8,181.8,10.42982107,8.957260274,0.0,16,1,9.761262136000001,166.04545,341.22151030000003,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1
2006.0,109,109.0,1.0,1090.0,1090,1090,10.0,10.0,10.0,27.5,4.5,6.0,1090.0,3,1,4.0,20.0,52.0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1
2007.0,329,329.0,1.0,5760.0,5760,5760,17.5,17.5,17.5,24.3,4.1,9.0,5760.0,8,1,9.0,78.0,150.0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1
2008.0,169,169.0,1.0,778.0,778,778,4.6,4.6,4.6,5.9,11.3,5.0,778.0,1,1,3.0,58.0,51.0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1
1999.0,1317,1475.0,1.12,13353.0,13353,13353,10.1,10.1,9.1,0.0,10.42982107,12.0,13353.0,0,1,9.761262136000001,166.04545,341.22151030000003,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1
1994.0,202,175.0,0.87,5316.463277000001,660,660,15.99293785,3.3,3.8,5.0,10.1,4.0,2853.3091719999998,1,2,5.0,17.4,202.04,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1
1993.0,475,442.0,0.93,759.0,759,683,1.6,1.6,1.5,2.1,47.5,5.0,0.0,1,1,2.0,225.0,82.0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0
2000.0,178,178.0,1.0,2865.0,2865,2664,16.1,16.1,15.0,5.6,5.1,7.0,0.0,1,1,5.0,166.04545,341.22151030000003,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1
2000.0,1075,1075.0,1.021941545,34023.0,34023,34023,31.6,31.6,31.6,0.9,10.42982107,23.0,0.0,1,4,9.761262136000001,166.04545,341.22151030000003,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1
1999.0,16148,16148.0,1.0,59262.0,59262,59262,3.7,3.7,3.7,1.4,18.6,17.0,19894.0,22,1,51.0,166.04545,341.22151030000003,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1
1998.0,268,268.0,1.021941545,5316.463277000001,2933,2933,15.99293785,10.9,10.9,3.7,10.42982107,9.0,2853.3091719999998,1,2,9.761262136000001,76.0,248.0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1
1994.0,18,16.0,0.89,360.0,465,465,20.0,25.8,29.1,388.9,1.1,8.0,360.0,7,4,2.0,3.48,18.22,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1
1999.0,29,32.0,1.1,237.0,263,237,8.2,9.1,7.4,0.0,6.9,1.0,186.0,0,1,4.2,166.04545,341.22151030000003,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
2003.0,114,114.0,1.021941545,6710.0,6710,6710,58.9,58.9,58.9,0.0,1.2,12.0,6710.0,0,1,8.0,166.04545,0.0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1
1995.0,72,72.0,1.0,486.0,486,486,6.8,6.8,6.8,0.0,10.42982107,7.0,0.0,0,1,9.761262136000001,23.0,55.0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1
1998.0,273,281.0,1.03,4243.0,5174,4243,15.5,19.0,15.1,0.0,10.42982107,8.957260274,0.0,0,1,3.0,97.0,49.0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1
2004.0,88,88.0,1.021941545,440.0,440,440,5.0,5.0,5.0,22.7,10.42982107,2.8,440.0,2,1,9.761262136000001,166.04545,341.22151030000003,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1
2001.0,177,175.0,0.99,1946.0,1946,1946,11.0,11.0,11.1,0.0,4.2,6.0,179.0,0,1,7.0,166.04545,341.22151030000003,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1
2004.0,1689,1689.0,1.021941545,16528.0,16896,16896,9.8,10.0,10.0,0.0,4.8,10.7,2853.3091719999998,0,4,33.0,166.04545,341.22151030000003,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1
2006.0,111,111.0,1.0,4907.0,4907,4907,44.2,44.2,44.2,0.0,10.42982107,9.6,4907.0,0,1,9.761262136000001,24.0,7.0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1
2005.0,500,500.0,1.0,21700.0,21700,21700,43.4,43.4,43.4,40.0,0.8,24.0,21700.0,20,1,25.0,202.0,103.0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1
1994.0,31,31.0,1.0,370.0,370,237,11.9,11.9,7.6,0.0,5.2,6.0,0.0,0,1,1.0,10.0,4.0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1
2008.0,212,212.0,1.0,2966.0,2966,2966,14.0,14.0,14.0,28.3,1.9,11.0,2966.0,6,1,10.0,110.0,22.0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
2006.0,331,331.0,1.0,3806.0,3806,3806,11.5,11.5,11.5,0.0,5.3,7.0,3806.0,0,1,9.0,155.0,301.0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1
2001.0,339,397.0,1.17,8650.0,8650,8650,25.5,25.5,21.8,0.0,1.3,6.0,1581.0,0,1,43.0,166.04545,341.22151030000003,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1
1998.0,165,165.0,1.0,942.0,942,876,5.7,5.7,5.3,163.6,13.8,4.0,0.0,27,1,3.0,166.04545,341.22151030000003,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1
2004.0,127,127.0,1.021941545,953.0,953,953,7.5,7.5,7.5,23.6,10.42982107,5.8,953.0,3,1,9.761262136000001,166.04545,341.22151030000003,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1
1994.0,286,300.0,1.05,1364.0,2039,2039,4.8,7.1,6.8,0.0,10.42982107,8.957260274,1364.0,0,4,9.0,105.0,286.0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1
1998.0,254,254.0,1.0,13415.0,13415,13415,52.8,52.8,52.8,78.7,1.8,18.0,13415.0,20,1,8.0,166.04545,341.22151030000003,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1
2000.0,1517,1820.0,1.2,19750.0,19750,19750,13.0,13.0,10.9,0.0,10.42982107,15.0,19750.0,0,1,9.761262136000001,166.04545,341.22151030000003,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1
2006.0,335,335.0,1.0,4879.0,4879,4879,14.6,14.6,14.6,6.0,4.7,12.0,4879.0,2,1,6.0,83.0,220.0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
2007.0,123,123.0,1.0,1050.0,1050,1050,8.5,8.5,8.5,48.8,3.4,6.0,1050.0,6,1,6.0,80.0,50.0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
2007.0,664,664.0,0.67,7200.0,7200,7200,10.8,10.8,10.8,18.1,13.6,7.0,0.0,12,1,7.0,41.0,292.0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1
2005.0,449,138.0,0.3,1225.0,2299,2299,2.7,5.1,16.7,167.0,2.1,54.0,1.0,75,4,4.0,207.0,449.0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1
2005.0,601,601.0,1.0,9163.0,9163,9163,15.2,15.2,15.2,0.0,10.42982107,9.6,9163.0,0,1,9.761262136000001,94.0,141.0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1
2007.0,682,682.0,1.0,7820.0,7820,7820,11.5,11.5,11.5,41.1,2.9,17.0,7820.0,28,1,14.0,290.0,614.0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1
1999.0,207,221.0,1.07,684.0,760,684,3.3,3.7,3.1,0.0,8.6,8.0,450.0,0,1,3.0,166.04545,341.22151030000003,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1
1997.0,105,98.0,0.93,1000.0,1111,1000,9.5,10.6,10.2,0.0,4.2,5.0,839.0,0,1,5.0,166.04545,341.22151030000003,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
2009.0,14,14.0,1.021941545,348.0,348,348,24.9,24.9,24.9,71.4,2.0,3.5,0.0,1,1,2.0,166.04545,12.0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1
1995.0,497,477.0,0.96,2741.0,2741,2741,5.5,5.5,5.7,12.1,10.42982107,6.0,2741.0,6,1,9.761262136000001,235.0,172.0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0
1997.0,194,186.0,0.96,5316.463277000001,960,960,15.99293785,4.9,5.2,128.9,10.42982107,4.0,2853.3091719999998,25,4,9.761262136000001,55.0,194.0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
1997.0,322,322.0,1.0,835.0,835,777,2.6,2.6,2.4,0.0,26.8,2.0,0.0,0,1,6.0,166.04545,341.22151030000003,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1
2001.0,139,150.0,1.08,1238.0,1238,1238,8.9,8.9,8.3,0.0,5.8,8.0,72.0,0,1,3.0,166.04545,341.22151030000003,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1
1998.0,246,246.0,1.0,960.0,1032,960,3.9,4.2,3.9,4.1,20.5,4.0,-1.0,1,1,3.0,166.04545,341.22151030000003,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1
2004.0,68,68.0,1.021941545,442.0,442,442,6.5,6.5,6.5,14.7,10.42982107,1.9,442.0,1,1,9.761262136000001,166.04545,341.22151030000003,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1
2008.0,118,118.0,1.021941545,700.0,700,700,5.9,5.9,5.9,0.0,29.5,2.0,700.0,0,1,2.0,166.04545,118.0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1
2000.0,521,521.0,1.021941545,2049.0,3202,2049,3.9,6.1,3.9,17.3,10.42982107,4.0,2049.0,9,1,9.761262136000001,166.04545,341.22151030000003,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1
2000.0,49,49.0,1.021941545,500.0,781,500,10.2,15.9,10.2,0.0,10.42982107,2.0,500.0,0,1,9.761262136000001,166.04545,341.22151030000003,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1
2003.0,61,61.0,1.021941545,89.0,89,89,1.5,1.5,1.5,0.0,20.3,1.5,0.0,0,1,2.0,166.04545,37.0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1
1994.0,1318,1437.0,1.09,5316.463277000001,4900,4900,15.99293785,3.7,3.4,15.2,18.3,18.0,2853.3091719999998,20,4,4.0,920.0,1318.0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1
1999.0,1072,1168.0,1.09,10576.0,10576,10576,9.9,9.9,9.1,24.3,10.9,14.0,0.0,26,1,7.0,166.04545,341.22151030000003,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1
2008.0,117,117.0,1.0,2779.0,2779,2779,23.8,23.8,23.8,8.5,1.6,8.0,2779.0,1,1,9.0,62.0,25.0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1
2004.0,72,72.0,1.021941545,331.0,331,331,4.6,4.6,4.6,13.9,10.42982107,1.5,331.0,1,1,9.761262136000001,166.04545,341.22151030000003,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1
2000.0,600,600.0,1.021941545,745.0,1164,745,1.2,1.9,1.2,3.3,10.42982107,3.0,745.0,2,1,9.761262136000001,166.04545,341.22151030000003,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1
2000.0,87,87.0,1.021941545,387.0,605,387,4.4,7.0,4.4,11.5,10.42982107,2.0,387.0,1,1,9.761262136000001,166.04545,341.22151030000003,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1
2004.0,587,587.0,1.021941545,4492.0,4492,4492,7.7,7.7,7.7,71.6,5.6,13.0,4492.0,42,1,8.0,262.0,572.0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1
1995.0,320,320.0,1.0,12180.0,12180,12180,38.1,38.1,38.1,203.1,4.0,20.0,220.0,65,1,4.0,166.04545,341.22151030000003,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1
2008.0,912,912.0,1.021941545,4110.0,4110,3863,4.5,4.5,4.2,42.8,6.1,15.0,0.0,39,1,10.0,853.0,853.0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1
1999.0,116,116.0,1.0,2630.0,2630,2630,22.7,22.7,22.7,1120.7,0.8,15.0,0.0,130,1,10.0,166.04545,341.22151030000003,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1
2000.0,114,114.0,1.021941545,666.0,1041,666,5.8,9.1,5.8,0.0,10.42982107,6.0,666.0,0,1,9.761262136000001,166.04545,341.22151030000003,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1
1994.0,315,321.0,1.02,5316.463277000001,1076,1076,15.99293785,3.4,3.4,6.3,14.3,11.0,2853.3091719999998,2,4,2.0,168.0,315.0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1
2006.0,247,247.0,1.0,5971.0,5971,5971,24.2,24.2,24.2,8.1,1.4,12.0,5971.0,2,1,15.0,98.0,34.0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
2005.0,448,448.0,1.021941545,9163.0,9163,9163,20.5,20.5,20.5,0.0,10.42982107,9.6,9163.0,0,1,9.761262136000001,166.04545,182.0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1
2005.0,126,126.0,1.021941545,1733.0,1733,1733,13.8,13.8,13.8,7.9,3.7,2.0,1733.0,1,1,17.0,26.0,74.0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1
2008.0,8,8.0,1.021941545,72.0,72,72,9.0,9.0,9.0,0.0,4.0,1.0,72.0,0,1,2.0,166.04545,0.0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1
2006.0,99,119.0,1.2,1065.0,1065,1065,10.8,10.8,8.9,10.1,10.42982107,10.0,0.0,1,1,9.761262136000001,46.0,77.0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1
1998.0,88,88.0,1.0,760.0,760,760,8.6,8.6,8.6,125.0,9.8,3.0,39.0,11,1,3.0,166.04545,341.22151030000003,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1
1998.0,58,58.0,1.0,767.0,767,637,13.2,13.2,11.0,465.5,3.2,6.0,0.0,27,1,3.0,166.04545,341.22151030000003,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1
2000.0,367,473.0,1.29,6371.0,7079,6371,17.4,19.3,13.5,8.2,2.8,10.0,4621.0,3,1,13.0,166.04545,341.22151030000003,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
1998.0,39,42.0,1.08,588.0,653,588,15.1,16.7,14.0,25.6,1.4,7.0,532.0,1,1,4.0,166.04545,341.22151030000003,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
1994.0,601,619.0,1.03,4818.0,4818,4336,8.0,8.0,7.0,11.6,10.42982107,11.0,0.0,7,1,9.761262136000001,159.5,600.68,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1
1993.0,1634,1634.0,1.0,5316.463277000001,7060,7060,15.99293785,4.3,4.3,2.4,17.0,12.0,2853.3091719999998,4,2,8.0,625.0,1634.0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1
1995.0,250,275.0,1.1,702.0,702,702,2.8,2.8,2.6,0.0,10.42982107,9.0,702.0,0,1,9.761262136000001,184.0,7.0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0
1999.0,106,136.0,1.28,17050.0,17050,17050,160.8,160.8,125.4,0.0,10.42982107,18.0,17050.0,0,1,9.761262136000001,166.04545,341.22151030000003,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1
2004.0,121,121.0,1.021941545,750.0,750,750,6.2,6.2,6.2,16.5,10.42982107,1.9,750.0,2,1,9.761262136000001,166.04545,341.22151030000003,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1
2004.0,1230,1230.0,1.021941545,9803.0,10152,10152,8.0,8.3,8.3,0.0,10.42982107,8.957260274,2853.3091719999998,0,4,26.0,166.04545,341.22151030000003,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1
2007.0,74,74.0,1.0,633.0,633,633,8.6,8.6,8.6,40.5,2.1,6.0,633.0,3,1,6.0,12.0,7.0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
2000.0,551,551.0,1.021941545,3479.0,5436,3479,6.3,9.9,6.3,7.3,10.42982107,10.0,3479.0,4,1,9.761262136000001,166.04545,341.22151030000003,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1
