Functional Size,Adjusted Function Points,Value Adjustment Factor,Normalised Work Effort Level 1,Normalised Work Effort,Normalised Level 1 PDR (ufp),Normalised PDR (ufp),Speed of Delivery,Project Elapsed Time,Effort Plan,Effort Specify,Effort Design,Effort Build,Effort Test,Effort Implement,Effort Unphased,Development Type,Client Server?,Development Platform,Language Type,CASE Tool Used,How Methodology Acquired,Average Team Size,Defect Density
254,254,1,28760,28760,113.2,113.2,0.2,17,560,1800,621.5263158,11760,2860,100,11680,1,1,1,1,1,0,13,7.9
169,172,1.02,1596,1788,9.4,10.6,6.8,5,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,1596,0,1,1,1,0,0,5.261340206,5.9
167,194,1.16,959,1066,5.7,6.4,8.4,4,608.9672897,961.5682819,621.5263158,3261.750943,287,372.0342857,672,0,0,1,0,1,1,2,0
53,38,0.73,943,852,17.8,16.1,10.42982107,14,83,79,621.5263158,3261.750943,281,372.0342857,0,1,1,3,2,0,0,5.261340206,37.7
251,261,1.04,2306,3123,9.2,12.4,7,12,116,189,621.5263158,319,1617,65,0,1,1,1,1,0,0,5.261340206,15.9
828,878,1.06,3742,3742,4.5,4.5,41.4,5,608.9672897,168,621.5263158,2080,976,144,0,1,0,3,2,1,1,3.3,6
465,484,1.04,8520,10390,18.3,22.3,10.42982107,4,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,8520,1,0,1,2,0,1,5.261340206,10.8
489,489,1,3907,3907,8,8,4.3,19,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,3907,2,1,2,2,1,0,5.261340206,2
245,245,1.021941545,1065,1065,4.3,4.3,17.5,2,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,1065,0,1,0,1,1,0,5.261340206,0
169,181,1.021941545,5316.463277,499,15.99293785,3,10.42982107,5,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,2853.309172,0,0,0,2,0,1,5.261340206,76.9
41,41,1,666,740,16.2,18,1,5,608.9672897,961.5682819,621.5263158,3261.750943,408,372.0342857,258,0,0,0,1,1,1,3,24.4
30,30,1,301,301,10,10,7.5,2,196,10,621.5263158,54,20,372.0342857,0,0,1,1,2,1,0,2,0
160,171,1.07,4742,5269,29.6,32.9,1.4,9,608.9672897,961.5682819,621.5263158,3261.750943,865,372.0342857,3877,1,1,0,1,1,1,6,6.3
65,64,0.98,5316.463277,140,15.99293785,2.2,21.7,3,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,2853.309172,0,0,0,2,1,0,5.261340206,0
171,171,1.021941545,4209,6577,24.6,38.5,10.42982107,8,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,4209,0,1,0,1,1,0,5.261340206,5.8
294,294,1.021941545,9318,9318,31.7,31.7,3.3,6,426,961.5682819,633,4869,1712,653,0,1,1,2,1,1,0,6.8,34
1500,1500,1.021941545,5279,10613,3.5,7.1,26.1,4.1,1075,961.5682819,287,2898,6,10,2853.309172,1,1,2,2,1,0,5.261340206,1.3
274,274,1,6910,6910,25.2,25.2,1.8,9,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,6910,1,1,2,1,1,0,5.261340206,0
1168,1168,1.021941545,9204,9756,7.9,8.4,10.42982107,8.957260274,1290,0,1950,4320,1620,24,2853.309172,1,1,1,1,1,0,5.261340206,0
156,125,0.8,5316.463277,605,15.99293785,3.9,10.42982107,6,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,2853.309172,0,0,0,2,0,1,5.261340206,397.4
33,33,1.021941545,175,175,5.3,5.3,10.42982107,1.2,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,175,0,1,2,1,1,2,5.261340206,30.3
165,165,1.021941545,876,876,5.3,5.3,10.42982107,8.957260274,608.9672897,961.5682819,621.5263158,403,1171.996516,372.0342857,0,0,1,1,0,0,0,5.261340206,12.1
79,79,1.021941545,624,624,7.9,7.9,10.42982107,1.6,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,624,0,1,2,2,1,2,5.261340206,50.6
319,303,0.95,2580,3890,8.1,12.2,8.9,4,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,2580,0,1,1,1,0,0,5.261340206,6.3
222,222,1,2121,2121,9.6,9.6,4.5,7,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,2121,0,1,2,1,0,0,5.261340206,31.5
723,774,1.07,5316.463277,3453,15.99293785,4.8,10.42982107,5,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,2853.309172,0,0,0,0,1,1,5.261340206,163.2
205,205,1,8442,8442,41.2,41.2,2.4,12,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,8442,0,1,2,1,0,0,5.261340206,9.8
251,233,0.93,5316.463277,1803,15.99293785,7.2,10.42982107,4,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,2853.309172,1,0,0,0,0,1,5.261340206,593.6
609,713,1.17,16570,18411,27.2,30.2,2.5,8,608.9672897,961.5682819,621.5263158,3261.750943,6876,372.0342857,9694,2,0,0,1,1,1,17,229.9
149,149,1.021941545,1456,1456,9.8,9.8,10.42982107,8.957260274,96,175,621.5263158,821,1171.996516,372.0342857,0,0,0,0,2,1,0,5.261340206,47
1106,1106,1.021941545,2947,2947,2.7,2.7,10.42982107,5,0,0,621.5263158,3261.750943,1171.996516,0,1886,0,1,3,0,1,0,5.261340206,0.9
981,1128,1.15,1774,1774,1.8,1.8,56.1,3.5,175,312,621.5263158,824,439,24,0,0,1,1,2,0,0,3.2,71.4
91,91,1,778,778,8.5,8.5,11.4,4,35,961.5682819,621.5263158,370,1171.996516,372.0342857,373,0,1,1,0,1,0,1.5,0
206,206,1,1486,1486,7.2,7.2,4.1,10,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,1486,0,0,0,1,1,0,5.261340206,0
749,689,0.92,1580,14210,2.1,19,3.8,9,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,1580,0,1,0,1,1,0,5.261340206,1.3
414,414,1.021941545,2274,2274,5.5,5.5,7.4,8,77,83,219,1364,475,56,0,0,1,2,1,1,0,5.261340206,9.7
938,1050,1.12,11022,11022,11.8,11.8,10.42982107,12,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,11022,0,1,3,1,1,0,5.261340206,0
321,360,1.12,1705,1705,5.3,5.3,10.42982107,6,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,1705,0,1,3,1,1,0,5.261340206,0
285,285,1.021941545,2973,2973,10.4,10.4,2.7,8,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,2973,0,1,2,2,0,0,5.261340206,3.5
90,90,1.021941545,240,375,2.7,4.2,10.42982107,2,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,240,0,1,0,1,1,0,5.261340206,11.1
307,307,1,11165,11165,36.4,36.4,1,15,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,11165,1,1,2,1,0,1,5.261340206,19.5
327,327,1.021941545,276,431,0.8,1.3,10.42982107,2,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,276,2,0,0,1,1,0,5.261340206,18.3
545,545,1.021941545,8740,8740,16,16,7.1,11,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,8740,0,1,0,1,0,0,3.4,84.4
438,499,1.14,6578,7231,15,16.5,6.3,10,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,6578,0,1,0,1,1,1,5.261340206,32
105,105,1,220,220,2.1,2.1,10.42982107,8,608.9672897,29,621.5263158,123,40,6,0,0,1,0,2,0,1,5.261340206,9.5
6,6,1.021941545,29,29,4.8,4.8,10.42982107,0.25,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,29,0,1,2,1,1,2,5.261340206,0
2650,2648,1.021941545,40581,40581,15.3,15.3,2.3,21,1110,4514,621.5263158,12432,19684,372.0342857,0,1,1,0,1,1,0,5.261340206,12.5
235,251,1.07,2024,2024,8.6,8.6,2.4,7,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,2024,0,0,0,2,0,0,14,0
74,74,1.021941545,2929,2929,39.6,39.6,1.5,8.5,376,963,341,947,75,227,0,0,1,3,2,1,1,1.5,0
34,33,0.97,165,183,4.9,5.4,5.7,2,608.9672897,961.5682819,621.5263158,3261.750943,37,372.0342857,128,0,0,0,1,1,1,2,29.4
860,860,1,2074,2074,2.4,2.4,35.8,6,608.9672897,60,621.5263158,1826,97,372.0342857,91,1,1,1,0,1,0,5.261340206,4.7
397,445,1.12,1101,1101,2.8,2.8,10.42982107,6,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,1101,0,1,3,1,1,0,5.261340206,0
960,960,1,9261,9261,9.6,9.6,8.1,7,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,9261,0,1,2,1,0,0,5.261340206,17.7
140,174,1.24,10212,13528,72.9,96.6,1.3,8,842,3358,621.5263158,4057,1171.996516,117,0,1,0,0,1,1,1,13,14.3
840,798,0.95,5316.463277,851,15.99293785,1,10.42982107,3.5,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,2853.309172,1,1,3,2,1,1,5.261340206,17.9
252,302,1.2,5490,5490,21.8,21.8,10.42982107,29,744,855,1057,1916,734,184,0,0,1,0,0,1,0,5.261340206,23.8
331,331,1,4172,4172,12.6,12.6,1.1,33,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,4172,1,1,2,2,1,0,9,0
124,124,1.021941545,3639,3639,29.3,29.3,1.1,9,806,875,621.5263158,989,726,243,0,0,0,0,1,0,1,12,40.3
332,332,1.021941545,1904,2975,5.7,9,10.42982107,4,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,1904,0,0,3,0,1,0,5.261340206,3
65,65,1.021941545,527,527,8.1,8.1,10.42982107,2.5,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,527,0,1,2,2,1,2,5.261340206,15.4
121,121,1,2706,2706,22.4,22.4,0.9,9,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,2706,0,1,2,1,0,0,5.261340206,16.5
455,455,1,9301,9301,20.4,20.4,2,14,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,9301,0,1,2,1,1,0,5.261340206,46.2
848,822,0.97,575,730,0.7,0.9,106,2,75,100,27,311,54,8,0,0,0,3,1,1,1,2.2,23.6
73,88,1.2,340,340,4.7,4.7,10.42982107,12,43,35,34,102,102,372.0342857,0,0,1,0,0,1,0,5.261340206,13.7
86,85,0.99,5316.463277,1491,15.99293785,17.3,10.42982107,3,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,2853.309172,0,0,0,0,1,1,5.261340206,558.1
234,234,1.021941545,5103,5103,21.8,21.8,2.1,10,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,5103,0,1,2,1,1,0,5.261340206,4.3
125,125,1,694,694,5.6,5.6,5.2,6,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,694,0,1,2,1,0,0,5.261340206,0
3,3,1.021941545,40,40,13.3,13.3,3,0.5,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,40,0,1,0,1,1,0,5.261340206,0
1326,1406,1.06,14698,14938,11.1,11.3,53,1,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,2853.309172,1,1,0,1,1,1,19.8,0.8
746,746,1.021941545,3900,5175,5.2,6.9,29.8,5,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,3900,0,1,3,1,1,1,2.5,4
1185,1185,1,3822,3822,3.2,3.2,8.5,7,231,961.5682819,621.5263158,3402,119,372.0342857,70,1,1,1,1,1,0,7,3.4
243,243,1.021941545,848,1325,3.5,5.5,10.42982107,3,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,848,0,0,3,2,1,0,5.261340206,4.1
143,134,0.94,5506,5506,38.5,38.5,0.9,9,130,294,349,2318,1171.996516,581,1834,0,1,1,0,1,0,5.261340206,14
12,12,1.021941545,110,110,9.2,9.2,10.42982107,1,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,110,0,1,2,1,1,2,5.261340206,166.7
408,408,1,1820,1820,4.5,4.5,16.3,5,570,961.5682819,621.5263158,268,128,372.0342857,854,0,1,1,0,1,0,5.261340206,61.3
4181,4181,1.021941545,126133,126133,30.2,30.2,10.42982107,15,608.9672897,3503,621.5263158,63852,37335,372.0342857,0,0,1,0,1,1,1,5.261340206,15.5
511,511,1.021941545,1808,2825,3.5,5.5,10.42982107,3,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,1808,0,0,0,1,1,0,5.261340206,11.7
287,287,1,2284,2538,8,8.8,3.8,7,608.9672897,961.5682819,621.5263158,3261.750943,703,372.0342857,1581,1,1,0,1,1,1,6,7
108,85,0.79,707,3958,6.5,36.6,2.3,6,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,707,1,1,0,1,1,0,5.261340206,0
46,46,1.021941545,150,172,3.3,3.7,9.2,1,10,4,22,72,40,2,2853.309172,1,1,3,2,1,0,5.261340206,0
339,407,1.2,3622,3622,10.7,10.7,10.42982107,12,420,257,277,1882,771,15,0,0,1,0,0,1,0,5.261340206,53.1
117,117,1,846,846,7.2,7.2,3.9,10,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,846,0,1,2,2,1,0,3,8.5
254,254,1,1550,1550,6.1,6.1,7.3,5,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,1550,0,1,2,1,0,0,5.261340206,7.9
734,756,1.03,3571,3571,4.9,4.9,26.2,7,608.9672897,577,621.5263158,1868,731,38,0,0,1,0,2,0,1,5.261340206,17.7
1082,1082,1,11581,11581,10.7,10.7,6.1,16,1042,1068,621.5263158,7139,1521,372.0342857,0,1,1,1,0,0,0,5.3,23.1
119,112,0.94,5316.463277,1073,15.99293785,9,4.6,13,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,2853.309172,2,0,0,1,1,1,5.261340206,0
211,211,1.021941545,3566,3566,16.9,16.9,10.42982107,13,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,3566,0,1,3,2,1,0,5.261340206,19
934,934,1,5236,5236,5.6,5.6,10.4,10,350,191,621.5263158,2991,1635,42,27,1,1,1,0,1,0,4.7,2.1
133,133,1.021941545,1609,1609,12.1,12.1,10.42982107,6.2,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,1609,1,1,2,2,1,2,5.261340206,22.6
778,895,1.15,780,780,1,1,55.6,7,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,780,1,1,3,2,0,1,5.261340206,0
74,74,1.021941545,3995,3995,54,54,0.5,14,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,3995,1,1,3,1,0,0,5.261340206,13.5
382,382,1.021941545,632,988,1.7,2.6,10.42982107,5,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,632,1,1,3,2,1,0,5.261340206,2.6
2550,2550,1,34947,34947,13.7,13.7,10.1,18,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,34947,1,1,2,1,0,0,5.8,16.5
176,188,1.07,5484,5484,31.2,31.2,2,9,27,74,621.5263158,4391,1171.996516,496,496,1,1,3,1,1,0,5.261340206,0
250,250,1.021941545,5971,5971,23.9,23.9,1.4,12,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,5971,0,1,2,1,0,0,5.261340206,8
182,182,1.021941545,4304,4304,23.6,23.6,3.8,12,149,961.5682819,975,1772,271,688,449,1,1,0,1,0,1,2.6,0
100,100,1.021941545,1572,1572,15.7,15.7,4.1,3.5,608.9672897,54,417,384,449,372.0342857,1,1,1,2,2,1,1,5.261340206,0
36,36,1.021941545,245,245,6.8,6.8,18,2,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,245,1,0,3,1,1,0,5.261340206,27.8
393,393,1,19163,19163,48.8,48.8,2,20,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,19163,1,1,2,1,1,0,5.261340206,28
32,38,1.2,812,812,25.4,25.4,10.42982107,9,98,65,40,349,256,4,0,0,1,0,0,1,0,5.261340206,0
44,44,1.021941545,182,207,4.1,4.7,4.4,5,9,7,621.5263158,88,50,28,0,1,1,3,2,1,0,1.6,22.7
135,88,0.65,2652,2652,19.6,19.6,10.42982107,8.957260274,608.9672897,961.5682819,621.5263158,308,70,1505,0,0,1,3,2,1,0,5.261340206,22.2
2289,2289,1.021941545,3394,3394,1.5,1.5,21.2,9,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,3394,0,0,3,1,0,0,5.261340206,2.6
143,143,1.021941545,8830,8830,61.7,61.7,1.2,7,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,8830,0,1,2,1,1,0,5.261340206,0
473,473,1,2982,2982,6.3,6.3,13.5,7,608.9672897,338,621.5263158,2321,312,372.0342857,11,1,1,1,0,1,0,5.261340206,12.7
1481,1703,1.15,7876,8549,5.3,5.8,37,8,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,7876,0,1,0,1,1,1,5.261340206,0
51,51,1.021941545,205,320,4,6.3,10.42982107,1,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,205,1,0,3,1,1,0,5.261340206,0
825,825,1,6433,6433,7.8,7.8,5.8,13,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,6433,0,1,2,2,1,0,5.261340206,0
624,624,1,3874,3874,6.2,6.2,8.1,7,519,961.5682819,621.5263158,999,729,372.0342857,1627,0,1,1,1,1,0,5.261340206,6.4
215,234,1.09,1994,1994,9.3,9.3,5.4,4,608.9672897,158,241,601,568,424,2,0,1,3,1,1,1,1.7,18.6
290,287,0.99,1007,19943,3.5,68.8,0.9,16,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,1007,1,1,0,2,1,0,5.261340206,0
17,17,1.021941545,139,139,8.2,8.2,10.42982107,0.5,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,139,0,1,2,2,1,2,5.261340206,58.8
1632,1632,1,16702,16702,10.2,10.2,9.9,15,1764,1932,621.5263158,2296,2618,372.0342857,8092,1,1,1,1,1,0,5.3,25.1
2700,2700,1.021941545,23157,31836,8.6,11.8,5.5,16.4,608.9672897,258,72,11838,7876,797,2853.309172,1,1,2,1,1,0,5.261340206,271.5
100,100,1.021941545,549,549,5.5,5.5,20,1,608.9672897,20,140,170,126,372.0342857,0,1,1,2,2,1,1,5.261340206,0
353,335,0.95,23093,25401,65.4,72,1.4,12,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,23093,1,0,0,0,1,0,5.261340206,289
167,167,1.021941545,1136,1136,6.8,6.8,10.42982107,2.9,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,1136,0,1,2,2,1,2,5.261340206,18
1285,1208,0.94,5316.463277,21054,15.99293785,16.4,10.42982107,8.957260274,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,2853.309172,1,1,1,1,1,1,10.4,4.7
130,116,0.89,1939,1939,14.9,14.9,10.42982107,10,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,1939,0,0,0,2,0,0,5.261340206,0
659,712,1.08,16669,18521,25.3,28.1,1,9,608.9672897,961.5682819,621.5263158,3261.750943,4770,372.0342857,11899,1,0,0,1,1,1,42,21.2
118,136,1.15,1516,1516,12.8,12.8,3.9,6,21,90,436,606,339,24,0,0,1,1,1,0,1,3.7,0
45,45,1.021941545,482,482,10.7,10.7,10.42982107,4.6,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,482,0,1,0,1,1,2,5.261340206,22.2
346,346,1,1507,1507,4.4,4.4,38.4,3,176,100,621.5263158,581,450,372.0342857,200,0,1,1,1,1,0,5.261340206,11.6
396,360,0.91,8249,8249,20.8,20.8,2.8,8,608.9672897,918,621.5263158,4992,1171.996516,1426,913,0,1,0,1,1,0,5.261340206,0
617,617,1,21103,21103,34.2,34.2,1.3,22,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,21103,1,1,2,1,0,0,5.261340206,27.6
325,325,1,3709,3709,11.4,11.4,4.9,11,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,3709,0,1,2,1,1,0,5.261340206,9.2
34,34,1.021941545,11239,11239,330.6,330.6,0.1,36,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,11239,1,1,0,1,0,0,7.8,29.4
1541,1973,1.28,38095,38095,24.7,24.7,10.42982107,18,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,38095,1,1,3,1,1,0,5.261340206,0
512,573,1.12,1821,1821,3.6,3.6,10.42982107,6,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,1821,0,1,3,1,1,0,5.261340206,0
1169,1169,1,10522,10522,9,9,8.7,9,608.9672897,961.5682819,621.5263158,6090,644,372.0342857,0,1,1,1,0,1,0,5.261340206,17.1
1206,1399,1.16,13661,13661,11.3,11.3,9.6,7,3227,581,621.5263158,7114,1783,372.0342857,0,0,1,0,2,1,1,8.3,7.5
35,35,1.021941545,322,322,9.2,9.2,10.42982107,1.6,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,322,0,1,2,2,1,2,5.261340206,28.6
149,170,1.14,5316.463277,1532,15.99293785,10.3,6.2,8,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,2853.309172,0,0,0,0,0,1,3,0
74,74,1,1419,1419,19.2,19.2,2.1,6,60,100,621.5263158,910,250,372.0342857,0,0,1,1,0,1,0,5.261340206,202.7
34,36,1.07,450,500,13.2,14.7,3.4,5,608.9672897,961.5682819,621.5263158,3261.750943,84,372.0342857,366,1,0,0,1,1,1,1,29.4
3210,3210,1,43300,43300,13.5,13.5,2.6,31,1900,10930,621.5263158,28650,1290,372.0342857,530,1,1,1,2,1,0,5.261340206,84.1
89,89,1.021941545,1032,1032,11.6,11.6,10.42982107,3.8,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,1032,0,1,0,1,1,2,5.261340206,33.7
354,354,1.021941545,5841,5841,16.5,16.5,3.5,10,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,5841,2,1,2,1,0,0,5.261340206,22.6
262,314,1.2,12657,12657,48.3,48.3,10.42982107,15,1807,769,2070,4850,3113,48,0,0,1,0,0,1,0,5.261340206,15.3
140,140,1,3064,3064,21.9,21.9,3.3,6,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,3064,0,1,2,1,0,0,5.261340206,0
467,467,1.021941545,29246,29246,62.6,62.6,0.4,35,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,29246,2,1,2,1,0,1,5.261340206,79.2
484,513,1.06,5316.463277,8131,15.99293785,16.8,10.42982107,5,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,2853.309172,0,0,0,0,1,1,5.261340206,20.7
112,134,1.2,845,845,7.5,7.5,10.42982107,8,141,27,133,266,274,4,0,0,1,0,0,1,0,5.261340206,0
648,758,1.17,4630,4630,7.1,7.1,10.8,15,231,926,621.5263158,2269,926,278,0,1,1,1,1,0,1,5.261340206,17
1984,1984,1,34096,34096,17.2,17.2,10.42982107,32,1894,14559,621.5263158,14678,578,372.0342857,0,1,1,1,1,1,1,5.261340206,3
19,19,1.021941545,55,83,2.9,4.4,12.7,0.3,5,0,6,30,12,2,2853.309172,1,1,3,2,1,0,5.261340206,0
25,25,1,644,644,25.8,25.8,4.2,6,608.9672897,30,621.5263158,443,90,17,0,0,1,0,2,0,1,5.261340206,0
58,58,1.021941545,800,800,13.8,13.8,10.42982107,4.2,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,800,0,1,0,1,1,2,5.261340206,17.2
408,400,0.98,3467,3871,8.5,9.5,11.3,6,608.9672897,400,621.5263158,2200,120,400,0,1,0,3,2,1,1,6,2.5
318,207,0.65,16705,16705,52.5,52.5,1.3,15,612,5192,3423,4218,274,1478,1508,1,1,0,2,1,0,5.261340206,0
46,58,1.021941545,1652,1652,35.9,35.9,10.42982107,8.957260274,84,285,621.5263158,815,328,140,0,0,0,0,1,1,0,4,0
382,382,1.021941545,6124,6124,16,16,2.2,11,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,6124,0,1,2,1,1,0,5.261340206,62.8
74,74,1,1640,1640,22.2,22.2,0.8,12,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,1640,0,1,2,1,0,0,5.261340206,0
43,43,1.021941545,1421,1421,33,33,2.5,3.5,40,961.5682819,154,460,543,68,0,1,1,0,1,1,0,2.8,46.5
1174,1174,1.021941545,16326,16420,13.9,14,10.42982107,14,408,6803,621.5263158,5256,1171.996516,920,0,2,0,3,1,0,0,5.261340206,26.4
240,233,0.97,1958,2417,8.2,10.1,10.42982107,14,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,1958,2,0,3,2,0,0,5.261340206,8.3
258,281,1.09,5316.463277,5048,15.99293785,19.6,16.1,4,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,2853.309172,1,1,1,2,1,0,3,7.8
81,97,1.2,1098,1098,13.6,13.6,10.42982107,5,3,961.5682819,621.5263158,395,490,1,0,0,1,0,0,1,0,5.261340206,0
301,316,1.05,2500,2600,8.3,8.6,10.42982107,8,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,2500,0,1,0,1,0,0,5.261340206,19.9
277,277,1,6809,6809,24.6,24.6,4.4,9,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,6809,1,1,2,1,1,0,7,54.2
140,140,1.021941545,699,1092,5,7.8,10.42982107,2,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,699,1,0,3,1,1,0,5.261340206,0
572,572,1,13020,13020,22.8,22.8,3.6,20,540,960,621.5263158,10710,590,372.0342857,220,1,1,1,2,1,0,5.261340206,272.7
435,435,1.021941545,6513,6513,15,15,10.42982107,8.957260274,608.9672897,324,726,2826,1530,372.0342857,2853.309172,1,1,3,0,1,0,5.261340206,0
175,210,1.2,2393,2393,13.7,13.7,10.42982107,131,254,305,201,791,715,127,0,0,1,2,1,1,0,5.261340206,0
84,84,1.021941545,2501,2501,29.8,29.8,3.3,2.8,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,2501,0,1,3,1,1,1,5.261340206,11.9
89,89,1,2343,2343,26.3,26.3,0.9,16,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,2343,0,1,2,1,1,0,5.261340206,22.5
364,389,1.07,1203,1254,3.3,3.4,12.1,6,608.9672897,74,621.5263158,714,258,37,0,0,1,0,2,1,1,5.261340206,22
148,148,1,2100,2100,14.2,14.2,2.5,12,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,2100,0,0,2,1,0,0,5,33.8
141,141,1.021941545,299,467,2.1,3.3,10.42982107,2,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,299,1,0,3,2,1,0,5.261340206,35.5
